task_seed,task_id,acid_type,difficulty,direction,pka_family,true_pair_count,true_concentration_m,initial_volume_ml,initial_ph,target_ph,true_success,strict_success,severe_failure,measured_success,false_stop,steps,overshoots,final_abs_error,total_volume_ml,acid_added_ml,base_added_ml,final_true_ph,final_measured_ph,stop_reason,suite,method,training_seed
510001,540,monoprotic,near,base,single,1,0.10742104186113419,14.096027141846596,3.682,4.283,1,1,0,1,0,3,1,0.045919278592326584,3.49,0.0,3.49,4.328919278592327,4.33,measured_success,nominal_locked,teacher,0
510001,541,monoprotic,medium,acid,single,1,0.035163257363608376,15.762838278283954,7.684,6.126,1,1,0,1,0,7,6,0.03633992190001312,7.41,5.14,2.27,6.1623399219000135,6.16,measured_success,nominal_locked,teacher,0
510001,542,monoprotic,near,acid,single,1,0.16230543673675926,10.139729293489019,6.778,6.399,1,0,0,1,0,1,0,0.06922959403599993,2.0,2.0,0.0,6.468229594036,6.47,measured_success,nominal_locked,teacher,0
510001,543,monoprotic,far,base,single,1,0.11619271752148572,14.09679618031138,4.941,8.46,1,0,0,1,0,15,9,0.0790333238451737,23.65,4.49,19.159999999999997,8.539033323845175,8.54,measured_success,nominal_locked,teacher,0
510001,544,monoprotic,medium,base,single,1,0.031503101680354764,11.649394104898192,6.581,7.992,1,1,0,1,0,3,3,0.019913767174235097,5.97,1.8,4.17,8.011913767174235,8.01,measured_success,nominal_locked,teacher,0
510001,545,monoprotic,medium,acid,single,1,0.05892164410627882,13.86315568480326,7.793,6.956,1,0,0,1,0,3,0,0.07187945327521827,3.3299999999999996,3.3299999999999996,0.0,7.027879453275219,7.03,measured_success,nominal_locked,teacher,0
510001,546,monoprotic,far,base,single,1,0.12652613792586406,11.399563824601506,3.223,6.953,0,0,1,0,0,50,43,2.4716164697461798,22.319999999999993,9.979999999999997,12.339999999999995,9.42461646974618,9.42,max_steps,nominal_locked,teacher,0
510001,547,triprotic,medium,acid,separated,3,0.1601781536124633,8.567512038543473,2.731,2.004,1,1,0,1,0,1,0,0.024517124097501064,2.7,2.7,0.0,2.028517124097501,2.03,measured_success,nominal_locked,teacher,0
510001,548,monoprotic,medium,base,single,1,0.03586265971925679,10.810679239726902,7.881,8.831,1,0,0,1,0,3,3,0.07192336168312963,4.3100000000000005,1.23,3.08,8.90292336168313,8.9,measured_success,nominal_locked,teacher,0
510001,549,diprotic,far,base,separated,2,0.04186203075646998,9.939384625492895,1.885,5.061,1,0,0,1,0,13,6,0.059313749420844886,13.29,2.7199999999999998,10.57,5.001686250579155,5.0,measured_success,nominal_locked,teacher,0
510001,550,triprotic,near,acid,separated,3,0.04827702164812493,11.36430387161933,2.399,1.707,1,0,0,1,0,1,0,0.08676223334097588,2.81,2.81,0.0,1.793762233340976,1.79,measured_success,nominal_locked,teacher,0
510001,551,monoprotic,far,base,single,1,0.06976978584567516,8.383832707096804,2.01,5.918,1,1,0,1,0,9,7,0.0186629648523029,16.85,5.569999999999999,11.280000000000001,5.936662964852303,5.94,measured_success,nominal_locked,teacher,0
510001,552,triprotic,medium,base,separated,3,0.04616057279588282,11.06540507985256,3.184,4.926,1,1,0,1,0,2,0,0.015378624823148002,4.59,0.0,4.59,4.910621375176852,4.91,measured_success,nominal_locked,teacher,0
510001,553,monoprotic,near,base,single,1,0.11554813980358028,15.023310864908723,2.853,3.525,1,0,0,1,0,4,0,0.08205579896336301,3.3,0.0,3.3,3.442944201036637,3.44,measured_success,nominal_locked,teacher,0
510001,554,monoprotic,medium,acid,single,1,0.06860323598600741,9.900421214166629,6.845,5.759,0,0,0,1,1,4,3,0.10138356069740695,5.15,3.44,1.7100000000000002,5.657616439302593,5.66,measured_success,nominal_locked,teacher,0
510001,555,monoprotic,near,base,single,1,0.03203300405194749,13.516850623565286,4.632,5.173,1,1,0,1,0,4,3,0.02981282096719795,5.66,2.42,3.24,5.202812820967198,5.2,measured_success,nominal_locked,teacher,0
510001,556,diprotic,far,base,separated,2,0.060309024976077936,15.591227911517164,4.14,7.869,0,0,1,0,0,50,46,0.8989454614055887,21.359999999999992,8.879999999999997,12.479999999999997,6.970054538594411,6.97,max_steps,nominal_locked,teacher,0
510001,557,diprotic,near,acid,separated,2,0.07252565932728898,9.79021498262625,3.702,3.208,1,1,0,1,0,1,1,0.04498806411981526,3.2,3.2,0.0,3.163011935880185,3.16,measured_success,nominal_locked,teacher,0
510001,558,monoprotic,medium,acid,single,1,0.11087242028478109,12.180648580646276,8.56,6.714,1,0,0,1,0,3,0,0.06739833100632353,8.86,8.86,0.0,6.781398331006324,6.78,measured_success,nominal_locked,teacher,0
510001,559,diprotic,near,base,separated,2,0.05689814887921456,9.864606192224493,5.411,5.687,1,0,0,1,0,1,0,0.056970120706203,0.74,0.0,0.74,5.630029879293797,5.63,measured_success,nominal_locked,teacher,0
510001,560,monoprotic,medium,base,single,1,0.06249240097055739,8.69667391561303,5.574,6.732,1,0,0,1,0,6,4,0.051789191607604756,7.440000000000001,2.5900000000000003,4.8500000000000005,6.6802108083923954,6.68,measured_success,nominal_locked,teacher,0
510001,561,monoprotic,medium,base,single,1,0.1314114553884209,11.323440200017139,5.039,6.334,1,0,0,1,0,4,0,0.060552309567169615,8.86,0.0,8.86,6.27344769043283,6.27,measured_success,nominal_locked,teacher,0
510001,562,monoprotic,near,base,single,1,0.057609035867222345,9.221699701742967,8.094,8.642,1,1,0,1,0,2,1,0.03769119763723694,4.78,1.59,3.19,8.679691197637236,8.68,measured_success,nominal_locked,teacher,0
510001,563,diprotic,near,acid,separated,2,0.09120170723772868,14.398250042634928,2.319,1.959,1,0,0,1,0,7,0,0.09489887077384873,3.97,3.97,0.0,2.053898870773849,2.05,measured_success,nominal_locked,teacher,0
510001,564,monoprotic,medium,base,single,1,0.07124721354601479,12.903261987670419,7.239,8.432,1,1,0,1,0,3,2,0.008721204418234763,6.459999999999999,1.02,5.4399999999999995,8.423278795581766,8.42,measured_success,nominal_locked,teacher,0
510001,565,monoprotic,medium,acid,single,1,0.11678867250530234,15.452586940256449,7.917,6.886,1,1,0,1,0,4,0,0.008082149330857824,5.800000000000001,5.800000000000001,0.0,6.894082149330858,6.89,measured_success,nominal_locked,teacher,0
510001,566,triprotic,medium,base,separated,3,0.06550806828561764,15.018976625159224,5.078,6.053,1,0,0,1,0,5,4,0.09764396970141132,5.22,1.53,3.69,5.955356030298589,5.96,measured_success,nominal_locked,teacher,0
510001,567,monoprotic,far,base,single,1,0.07592233072812904,10.21524297563627,5.25,8.768,0,0,1,0,0,50,46,0.5374526096141778,21.75999999999999,8.959999999999997,12.799999999999994,8.230547390385823,8.23,max_steps,nominal_locked,teacher,0
510001,568,triprotic,far,base,separated,3,0.12602786335942148,12.85955739405198,7.159,9.833,1,1,0,1,0,9,6,0.046044757046191265,12.55,4.14,8.41,9.786955242953809,9.79,measured_success,nominal_locked,teacher,0
510001,569,diprotic,medium,acid,separated,2,0.04231990044494209,13.48992470161328,5.707,3.92,1,0,0,1,0,3,2,0.07669850544929258,6.58,5.81,0.77,3.9966985054492925,4.0,measured_success,nominal_locked,teacher,0
510001,570,triprotic,near,acid,separated,3,0.1550831453152506,9.854301198531719,2.284,1.688,1,0,0,1,0,3,0,0.06591291469308413,5.45,5.45,0.0,1.753912914693084,1.75,measured_success,nominal_locked,teacher,0
510001,571,triprotic,near,base,separated,3,0.044853080199103564,12.796029850350983,4.833,5.192,1,0,0,1,0,1,0,0.08201370515852169,0.98,0.0,0.98,5.1099862948414785,5.11,measured_success,nominal_locked,teacher,0
510001,572,triprotic,medium,base,separated,3,0.16372436225670636,13.444072763781158,2.599,4.12,1,0,0,1,0,13,0,0.09117168860360092,16.700000000000003,0.0,16.700000000000003,4.028828311396399,4.03,measured_success,nominal_locked,teacher,0
510001,573,triprotic,near,base,separated,3,0.09617369112652088,14.774101797828338,7.088,7.703,1,1,0,1,0,5,3,0.046515569515324096,6.59,2.05,4.54,7.749515569515324,7.75,measured_success,nominal_locked,teacher,0
510001,574,triprotic,near,acid,separated,3,0.11506644312056324,15.252003049939677,2.038,1.764,1,0,0,1,0,1,0,0.07889188665920721,2.38,2.38,0.0,1.8428918866592072,1.84,measured_success,nominal_locked,teacher,0
510001,575,monoprotic,far,base,single,1,0.03708847617441399,9.358362662800335,3.735,7.561,0,0,1,0,0,50,44,0.5433899755426879,25.00999999999999,11.359999999999998,13.649999999999995,7.017610024457312,7.02,max_steps,nominal_locked,teacher,0
510001,576,triprotic,near,acid,separated,3,0.04206476048664805,14.818875598670802,3.156,2.573,1,1,0,1,0,4,1,0.03063369678924266,4.800000000000001,3.22,1.58,2.5423663032107573,2.54,measured_success,nominal_locked,teacher,0
510001,577,triprotic,near,base,overlapping,3,0.10326234763802553,8.82271513654403,2.715,3.186,1,0,0,1,0,8,0,0.08402118763229005,5.44,0.0,5.44,3.10197881236771,3.1,measured_success,nominal_locked,teacher,0
510001,578,monoprotic,medium,base,single,1,0.05799773661623682,12.721279112683888,2.848,4.048,1,1,0,1,0,7,4,0.004400759991241898,6.970000000000001,2.23,4.74,4.043599240008758,4.04,measured_success,nominal_locked,teacher,0
510001,579,triprotic,near,acid,separated,3,0.1574226698952993,12.993825141096638,3.426,2.753,0,0,0,1,1,13,0,0.10060023271093677,10.96,10.96,0.0,2.853600232710937,2.85,measured_success,nominal_locked,teacher,0
510001,580,monoprotic,medium,acid,single,1,0.04666012439798432,13.786550127868995,4.166,2.341,1,0,0,1,0,2,1,0.09598960222546538,6.14,5.88,0.26,2.245010397774535,2.25,measured_success,nominal_locked,teacher,0
510001,581,triprotic,far,base,separated,3,0.04963810561581828,12.365591745178689,4.058,6.193,1,1,0,1,0,3,2,0.002915036811751648,6.84,0.26,6.58,6.190084963188248,6.19,measured_success,nominal_locked,teacher,0
510001,582,diprotic,medium,base,separated,2,0.14262679389621183,11.066564668075682,6.939,7.95,1,1,0,1,0,6,3,0.04572679750603559,7.76,1.84,5.92,7.995726797506036,8.0,measured_success,nominal_locked,teacher,0
510001,583,triprotic,medium,base,separated,3,0.03710075229518384,10.12711202172074,5.239,6.428,1,0,0,1,0,2,1,0.05109049887442385,4.9799999999999995,0.93,4.05,6.479090498874424,6.48,measured_success,nominal_locked,teacher,0
510001,584,diprotic,near,acid,separated,2,0.05785999618378671,8.594294763742031,2.234,1.86,1,1,0,1,0,1,0,0.015153643825164265,1.75,1.75,0.0,1.8751536438251644,1.88,measured_success,nominal_locked,teacher,0
510001,585,monoprotic,near,acid,single,1,0.1422041918195246,12.19754064452012,2.092,1.795,1,0,0,1,0,1,0,0.07409468872248048,2.87,2.87,0.0,1.8690946887224804,1.87,measured_success,nominal_locked,teacher,0
510001,586,monoprotic,medium,acid,single,1,0.030636251059896376,12.2122210614022,3.459,2.3,1,0,0,1,0,3,2,0.061847556685191485,5.28,3.17,2.1100000000000003,2.3618475566851913,2.36,measured_success,nominal_locked,teacher,0
510001,587,monoprotic,medium,base,single,1,0.11414065127070015,15.882726156058709,3.054,3.914,1,0,0,1,0,7,0,0.08771162866780768,7.499999999999999,0.0,7.499999999999999,3.8262883713321925,3.83,measured_success,nominal_locked,teacher,0
510001,588,diprotic,near,acid,overlapping,2,0.054321623705706396,11.64912962683223,3.217,2.71,1,1,0,1,0,2,0,0.0041522020934960935,3.3000000000000003,3.3000000000000003,0.0,2.705847797906504,2.71,measured_success,nominal_locked,teacher,0
510001,589,triprotic,near,base,overlapping,3,0.1010763193846953,9.743730648537188,4.097,4.522,1,0,0,1,0,4,0,0.05571277642450667,2.64,0.0,2.64,4.466287223575494,4.47,measured_success,nominal_locked,teacher,0
510001,590,diprotic,medium,acid,separated,2,0.06419209686179811,8.458494172809562,4.717,3.567,1,0,0,1,0,3,1,0.06391898033716359,5.76,4.31,1.4500000000000002,3.5030810196628366,3.5,measured_success,nominal_locked,teacher,0
510001,591,monoprotic,near,base,single,1,0.03850556338625204,11.694400826111998,7.186,7.528,1,0,0,1,0,5,4,0.09099636516610321,7.42,3.47,3.95,7.437003634833896,7.44,measured_success,nominal_locked,teacher,0
510001,592,monoprotic,near,acid,single,1,0.1216755101530682,15.665209143637927,6.723,6.385,1,0,0,1,0,5,0,0.07031802508529594,2.7300000000000004,2.7300000000000004,0.0,6.455318025085296,6.46,measured_success,nominal_locked,teacher,0
510001,593,triprotic,medium,base,separated,3,0.11606576367201411,15.675322623618577,2.342,3.449,1,0,0,1,0,8,0,0.09730706062181582,9.86,0.0,9.86,3.351692939378184,3.35,measured_success,nominal_locked,teacher,0
510001,594,diprotic,near,acid,separated,2,0.13334459864716963,11.932468419751121,5.416,5.168,1,0,0,1,0,2,0,0.08858195980869521,1.05,1.05,0.0,5.256581959808695,5.26,measured_success,nominal_locked,teacher,0
510001,595,triprotic,near,acid,separated,3,0.05022645499818783,11.704885248824507,5.58,5.186,1,1,0,1,0,3,2,0.005703949613844017,3.94,2.31,1.63,5.191703949613844,5.19,measured_success,nominal_locked,teacher,0
510001,596,monoprotic,far,acid,single,1,0.14841220304675387,11.461517760124117,7.06,4.312,1,0,0,1,0,13,8,0.08466216558824069,16.45,11.25,5.2,4.396662165588241,4.4,measured_success,nominal_locked,teacher,0
510001,597,monoprotic,near,acid,single,1,0.0651515111411181,13.49205746517806,3.537,3.324,1,1,0,1,0,4,1,0.01512253078402459,4.58,2.55,2.0300000000000002,3.3088774692159753,3.31,measured_success,nominal_locked,teacher,0
510001,598,triprotic,medium,acid,overlapping,3,0.03720693242035817,13.568352241550224,3.218,2.071,1,0,0,1,0,3,0,0.05289288634278,5.249999999999999,5.249999999999999,0.0,2.12389288634278,2.12,measured_success,nominal_locked,teacher,0
510001,599,diprotic,medium,base,separated,2,0.10998128737927554,13.958842804272663,3.291,5.013,1,0,0,1,0,8,0,0.07371826359265299,10.48,0.0,10.48,4.939281736407347,4.94,measured_success,nominal_locked,teacher,0
510001,600,monoprotic,medium,base,single,1,0.037357091285691424,11.761712776130407,4.362,6.037,1,1,0,1,0,7,6,0.006777703886073461,8.190000000000001,2.7,5.49,6.0302222961139265,6.03,measured_success,nominal_locked,teacher,0
510001,601,monoprotic,near,acid,single,1,0.03311816155965749,10.715962913555195,3.378,2.866,1,1,0,1,0,3,2,0.005462780844473603,3.54,2.15,1.3900000000000001,2.8714627808444737,2.87,measured_success,nominal_locked,teacher,0
510001,602,monoprotic,near,acid,single,1,0.044713795074250516,15.238918971048331,8.115,7.742,1,1,0,1,0,2,0,0.0410477478587028,1.28,1.28,0.0,7.783047747858703,7.78,measured_success,nominal_locked,teacher,0
510001,603,monoprotic,near,base,single,1,0.15854860161763587,15.137440829359026,6.335,6.58,0,0,0,1,1,3,0,0.10300865108732715,1.45,0.0,1.45,6.476991348912673,6.48,measured_success,nominal_locked,teacher,0
510001,604,triprotic,medium,acid,separated,3,0.0664721467124331,8.78324856552035,7.755,6.31,1,1,0,1,0,4,1,0.03891936413746944,9.0,5.68,3.32,6.27108063586253,6.27,measured_success,nominal_locked,teacher,0
510001,605,diprotic,far,acid,separated,2,0.09560436609079374,9.901681624097467,6.927,3.14,1,1,0,1,0,4,1,0.03853291848937568,14.469999999999999,14.469999999999999,0.0,3.1014670815106244,3.1,measured_success,nominal_locked,teacher,0
510001,606,diprotic,medium,base,overlapping,2,0.13169096303995295,11.293880670259568,2.677,4.475,1,1,0,1,0,7,4,0.017236159038246157,11.870000000000001,1.31,10.56,4.4577638409617535,4.46,measured_success,nominal_locked,teacher,0
510001,607,monoprotic,medium,acid,single,1,0.14664505211018394,9.375445477851159,6.025,4.061,1,1,0,1,0,9,4,0.014451586251807313,8.809999999999999,7.509999999999999,1.2999999999999998,4.075451586251807,4.08,measured_success,nominal_locked,teacher,0
510001,608,triprotic,medium,acid,separated,3,0.060653310626508236,12.317070975504397,3.3,1.996,1,1,0,1,0,4,0,0.005767189920325766,10.2,10.2,0.0,2.0017671899203258,2.0,measured_success,nominal_locked,teacher,0
510001,609,triprotic,medium,acid,overlapping,3,0.053474292004091796,15.193354804937165,4.306,3.565,1,0,0,1,0,10,1,0.08089144206557597,11.51,11.51,0.0,3.484108557934424,3.48,measured_success,nominal_locked,teacher,0
510001,610,monoprotic,medium,base,single,1,0.09342812097744246,11.97664995654614,4.603,5.681,1,0,0,1,0,2,0,0.08038009803364243,4.74,0.0,4.74,5.600619901966358,5.6,measured_success,nominal_locked,teacher,0
510001,611,diprotic,medium,base,separated,2,0.1359674902275078,12.675325456358612,5.009,6.365,1,1,0,1,0,5,1,0.024752721271553924,11.02,0.77,10.25,6.389752721271554,6.39,measured_success,nominal_locked,teacher,0
510001,612,triprotic,medium,base,separated,3,0.17313732144361996,15.074682294656439,4.638,5.43,1,0,0,1,0,16,0,0.09982543501118535,14.649999999999999,0.0,14.649999999999999,5.330174564988814,5.33,measured_success,nominal_locked,teacher,0
510001,613,triprotic,near,base,separated,3,0.17596017453545065,13.592394927595892,5.251,5.824,1,0,0,1,0,8,0,0.08258146516349285,6.279999999999999,0.0,6.279999999999999,5.741418534836507,5.74,measured_success,nominal_locked,teacher,0
510001,614,diprotic,near,acid,separated,2,0.06747076160806144,14.117191389763093,3.774,3.28,1,1,0,1,0,1,0,0.0015298071235529953,2.46,2.46,0.0,3.281529807123553,3.28,measured_success,nominal_locked,teacher,0
510001,615,diprotic,far,base,separated,2,0.034884838304755236,15.835930431976088,2.239,5.712,1,0,0,1,0,11,6,0.08339818230130547,13.729999999999999,2.4599999999999995,11.27,5.628601817698694,5.63,measured_success,nominal_locked,teacher,0
510001,616,triprotic,near,acid,separated,3,0.09546259880273246,9.12096366107125,3.902,3.254,1,0,0,1,0,3,1,0.09705910439478549,4.86,3.79,1.07,3.1569408956052145,3.16,measured_success,nominal_locked,teacher,0
510001,617,monoprotic,medium,acid,single,1,0.16773595559631443,14.555565022773543,5.805,4.055,1,0,0,1,0,7,0,0.05562087398020665,16.930000000000003,16.930000000000003,0.0,4.110620873980206,4.11,measured_success,nominal_locked,teacher,0
510001,618,triprotic,far,acid,separated,3,0.11519996396587621,15.330833820131023,4.576,2.353,1,0,0,1,0,8,0,0.050656418218692156,23.0,23.0,0.0,2.4036564182186924,2.4,measured_success,nominal_locked,teacher,0
510001,619,diprotic,far,base,separated,2,0.09662963819245547,12.915850501250086,3.18,6.028,1,0,0,1,0,5,0,0.0740274524411122,17.779999999999998,0.0,17.779999999999998,5.953972547558887,5.95,measured_success,nominal_locked,teacher,0
510001,620,diprotic,near,acid,separated,2,0.030887818900963985,10.772872259869967,3.808,3.209,1,1,0,1,0,2,2,0.02746205333185303,3.15,2.19,0.96,3.236462053331853,3.24,measured_success,nominal_locked,teacher,0
510001,621,diprotic,near,base,separated,2,0.051158625065757725,15.728127988618855,3.404,3.89,1,0,0,1,0,6,1,0.061989887370082375,5.02,0.73,4.289999999999999,3.9519898873700825,3.95,measured_success,nominal_locked,teacher,0
510001,622,monoprotic,medium,acid,single,1,0.15897315794280864,11.914099455343086,4.365,3.592,1,1,0,1,0,3,0,0.024770265362662247,7.109999999999999,7.109999999999999,0.0,3.6167702653626623,3.62,measured_success,nominal_locked,teacher,0
510001,623,diprotic,medium,base,separated,2,0.05530008005409604,15.861324823166065,6.948,8.777,1,1,0,1,0,14,8,0.0034985459797152174,12.09,5.48,6.61,8.773501454020284,8.77,measured_success,nominal_locked,teacher,0
510001,624,monoprotic,far,acid,single,1,0.03046291265093645,8.086199059417169,5.921,3.776,1,1,0,1,0,11,8,0.018012674239981763,13.54,7.38,6.16,3.7940126742399816,3.79,measured_success,nominal_locked,teacher,0
510001,625,triprotic,medium,base,separated,3,0.03851553061522081,12.021087311224488,4.99,6.239,1,1,0,1,0,2,0,0.04948473207455617,4.3,0.0,4.3,6.189515267925444,6.19,measured_success,nominal_locked,teacher,0
510001,626,diprotic,medium,base,overlapping,2,0.16425918465211464,14.028469779823908,2.465,3.423,1,0,0,1,0,18,0,0.08805679295095636,21.95,0.0,21.95,3.3349432070490437,3.33,measured_success,nominal_locked,teacher,0
510001,627,triprotic,far,acid,separated,3,0.03270018310752574,10.896913441590957,6.645,3.195,1,1,0,1,0,2,2,0.030293479299779325,8.590000000000002,8.21,0.38,3.225293479299779,3.23,measured_success,nominal_locked,teacher,0
510001,628,monoprotic,medium,base,single,1,0.15058290815487668,12.893990221923376,7.716,8.972,1,0,0,1,0,3,1,0.07900900841103287,6.37,0.0,6.37,9.051009008411032,9.05,measured_success,nominal_locked,teacher,0
510001,629,monoprotic,far,base,single,1,0.04306603037816237,15.904985998001425,2.98,6.376,0,0,1,0,0,50,44,0.6733348179991436,21.159999999999993,9.299999999999999,11.859999999999994,5.702665182000857,5.7,max_steps,nominal_locked,teacher,0
510001,630,monoprotic,far,acid,single,1,0.08355380066602426,10.777038357011037,5.404,2.584,1,1,0,1,0,4,3,0.045201102544258465,9.780000000000001,7.36,2.42,2.5387988974557416,2.54,measured_success,nominal_locked,teacher,0
510001,631,triprotic,near,acid,separated,3,0.06620157252941858,9.078034184401023,5.253,4.855,1,0,0,1,0,2,1,0.07253464200426585,3.71,2.53,1.18,4.782465357995735,4.78,measured_success,nominal_locked,teacher,0
510001,632,triprotic,near,base,separated,3,0.11148991112518791,8.924125109658357,5.78,6.477,1,1,0,1,0,2,1,0.003063791933024973,2.75,0.0,2.75,6.480063791933025,6.48,measured_success,nominal_locked,teacher,0
510001,633,diprotic,near,base,separated,2,0.15242211279774315,10.602018626090985,7.389,7.658,1,0,0,1,0,1,0,0.06268670852943092,0.73,0.0,0.73,7.595313291470569,7.6,measured_success,nominal_locked,teacher,0
510001,634,monoprotic,far,acid,single,1,0.03280801611982172,13.511670293101385,7.501,4.33,1,0,0,1,0,11,8,0.09012117704304856,17.17,9.18,7.99,4.420121177043049,4.42,measured_success,nominal_locked,teacher,0
510001,635,triprotic,near,acid,separated,3,0.15476850618503724,15.893098537405875,5.884,5.449,1,0,0,1,0,6,0,0.09405458177826986,4.12,4.12,0.0,5.54305458177827,5.54,measured_success,nominal_locked,teacher,0
510001,636,diprotic,far,base,separated,2,0.07495803104892701,14.275404066362082,2.463,5.402,1,0,0,1,0,7,0,0.08588123265509484,16.92,0.0,16.92,5.316118767344905,5.32,measured_success,nominal_locked,teacher,0
510001,637,monoprotic,far,base,single,1,0.08765870725935417,13.900998685184177,6.581,8.676,1,1,0,1,0,7,3,0.024270401347786574,10.9,0.88,10.02,8.700270401347787,8.7,measured_success,nominal_locked,teacher,0
510001,638,diprotic,medium,acid,separated,2,0.07766565031770546,15.742098062203624,6.275,4.928,1,0,0,1,0,4,1,0.07286278555654224,10.94,10.94,0.0,4.855137214443458,4.86,measured_success,nominal_locked,teacher,0
510001,639,triprotic,medium,acid,separated,3,0.045165694507185404,8.144323554043424,2.433,1.634,1,1,0,1,0,1,0,0.0014709528331637856,2.86,2.86,0.0,1.6354709528331637,1.64,measured_success,nominal_locked,teacher,0
510001,640,triprotic,near,acid,separated,3,0.07891889301262006,8.28209322065939,4.543,4.18,1,1,0,1,0,3,1,0.017851617595551872,4.470000000000001,2.74,1.73,4.162148382404448,4.16,measured_success,nominal_locked,teacher,0
510001,641,triprotic,near,acid,separated,3,0.15468900190369902,13.407585977314504,6.933,6.637,1,0,0,1,0,3,0,0.0698034581978737,1.46,1.46,0.0,6.706803458197873,6.71,measured_success,nominal_locked,teacher,0
510001,642,triprotic,medium,base,separated,3,0.09914064988915577,13.042628771041642,2.552,4.111,1,0,0,1,0,5,0,0.08447181772139789,8.55,0.0,8.55,4.026528182278602,4.03,measured_success,nominal_locked,teacher,0
510001,643,monoprotic,medium,base,single,1,0.07586221169599468,14.59573855531232,7.308,8.981,1,1,0,1,0,4,3,0.018026968601811078,10.149999999999999,3.38,6.77,8.999026968601811,9.0,measured_success,nominal_locked,teacher,0
510001,644,diprotic,medium,base,separated,2,0.08494936850823961,10.372767597313954,4.059,5.25,1,0,0,1,0,3,0,0.08011143577138036,5.4399999999999995,0.0,5.4399999999999995,5.16988856422862,5.17,measured_success,nominal_locked,teacher,0
510001,645,monoprotic,near,base,single,1,0.030758743089469257,9.694991544073176,5.448,6.042,1,1,0,1,0,5,4,0.0013480255872941882,6.98,3.08,3.9,6.043348025587294,6.04,measured_success,nominal_locked,teacher,0
510001,646,monoprotic,far,base,single,1,0.17507026485652322,11.099148101566298,6.327,8.327,1,1,0,1,0,12,7,0.03624977679588248,10.43,2.37,8.059999999999999,8.363249776795882,8.36,measured_success,nominal_locked,teacher,0
510001,647,triprotic,far,base,separated,3,0.0889434400686811,14.00923608299409,7.057,10.577,1,0,0,1,0,10,7,0.09785550980189406,18.14,8.410000000000002,9.729999999999999,10.674855509801894,10.67,measured_success,nominal_locked,teacher,0
510001,648,triprotic,medium,base,separated,3,0.03865400260550565,12.807672960693218,6.029,6.729,1,1,0,1,0,1,0,0.004831573070480211,2.07,0.0,2.07,6.72416842692952,6.72,measured_success,nominal_locked,teacher,0
510001,649,diprotic,medium,base,separated,2,0.0509460683640434,10.999983235293794,1.943,3.104,1,0,0,1,0,5,0,0.0531434956625354,6.58,0.0,6.58,3.0508565043374647,3.05,measured_success,nominal_locked,teacher,0
510001,650,diprotic,near,base,overlapping,2,0.03972864359786382,8.703136376260996,3.471,4.051,1,1,0,1,0,1,0,0.03332918793696216,1.53,0.0,1.53,4.017670812063038,4.02,measured_success,nominal_locked,teacher,0
510001,651,diprotic,medium,base,separated,2,0.12464133416782665,12.571059346020112,1.991,3.958,1,0,0,1,0,8,0,0.07597200814141125,13.9,0.0,13.9,3.882027991858589,3.88,measured_success,nominal_locked,teacher,0
510001,652,monoprotic,medium,base,single,1,0.06384148228117688,9.35940627554626,5.797,7.077,1,0,0,1,0,12,8,0.06799601398281219,10.079999999999998,4.74,5.339999999999999,7.009003986017188,7.01,measured_success,nominal_locked,teacher,0
510001,653,monoprotic,near,acid,single,1,0.09221296561589436,9.374869457182339,7.27,6.69,1,0,0,1,0,3,0,0.058062704834479284,2.52,2.52,0.0,6.74806270483448,6.75,measured_success,nominal_locked,teacher,0
510001,654,triprotic,near,base,separated,3,0.0367829622370783,11.782493493002713,5.27,5.861,1,1,0,1,0,3,2,0.001511412014608915,3.54,1.03,2.51,5.859488587985391,5.86,measured_success,nominal_locked,teacher,0
510001,655,diprotic,near,acid,separated,2,0.04249446712253859,9.101700287923272,5.525,5.021,1,1,0,1,0,3,2,0.006378820313490685,4.03,2.37,1.66,5.027378820313491,5.03,measured_success,nominal_locked,teacher,0
510001,656,monoprotic,near,acid,single,1,0.13459726904532807,13.934444717880888,5.63,5.329,1,0,0,1,0,3,0,0.08655648149341122,2.3,2.3,0.0,5.415556481493411,5.42,measured_success,nominal_locked,teacher,0
510001,657,triprotic,medium,acid,separated,3,0.11545631394622027,12.129044429487323,6.663,5.141,1,1,0,1,0,7,1,0.028939265414388515,14.470000000000002,14.470000000000002,0.0,5.1120607345856115,5.11,measured_success,nominal_locked,teacher,0
510001,658,triprotic,near,acid,separated,3,0.0634028247470749,15.284908520709585,2.044,1.756,1,0,0,1,0,1,0,0.0592677934576884,2.7,2.7,0.0,1.8152677934576884,1.82,measured_success,nominal_locked,teacher,0
510001,659,triprotic,near,base,separated,3,0.08795127394848942,12.081375905590946,4.811,5.458,1,0,0,1,0,4,0,0.051389374057727366,3.4899999999999998,0.0,3.4899999999999998,5.406610625942273,5.41,measured_success,nominal_locked,teacher,0
510001,660,monoprotic,far,acid,single,1,0.03385501099442447,9.645989853301776,6.326,2.372,1,1,0,1,0,4,2,0.03128842451527358,13.35,8.01,5.34,2.4032884245152735,2.4,measured_success,nominal_locked,teacher,0
510001,661,diprotic,medium,base,separated,2,0.1521787109423183,11.061966694416569,1.529,2.881,1,0,0,1,0,12,0,0.08403542321135005,16.760000000000005,0.0,16.760000000000005,2.7969645767886497,2.8,measured_success,nominal_locked,teacher,0
