method,benchmark_seed,task_id,true_k,estimated_k,k_correct,true_concentration_m,estimated_concentration_m,concentration_relative_error_percent,pka_matched_mae,full_curve_rmse_0_33ml_ph,true_pkas,estimated_pkas
PyMC,303,159,1,3,0,0.09873193342431864,0.09866946865214872,0.06326704036217903,0.6885480021926704,4.154761210302588,[4.042140438985008],"[3.3535924367923378, 5.173056860347562, 7.161769507191267]"
PyMC,101,317,2,1,0,0.04869886549526234,0.10658598687332843,118.86749473393303,2.4308399666648426,2.7745617245912833,"[2.547821426595555, 3.024634481078176]",[5.455474447743018]
PyMC,404,1,1,3,0,0.03435788244861229,0.10359655052167539,201.52193074360912,0.8575113408532427,7.491642201989412,[2.395542874288007],"[3.25305421514125, 5.115446121531955, 7.048065590263397]"
PyMC,404,1264,3,2,0,0.04864077363440658,0.09945847170397273,104.47551359178978,0.641818933074769,1.8793383217117212,"[2.679114411154587, 4.623150612549284, 5.841311930268676]","[3.9998690721412555, 6.501668256010185]"
PyMC,101,475,2,2,1,0.1401980227255406,0.1004253742083592,28.36890830838787,1.4915890741293736,3.175988003925045,"[2.604648765231752, 4.94242753260208]","[4.019483470806419, 6.51077097528616]"
PyMC,101,2053,3,3,1,0.1304894682172804,0.10030981757546237,23.128035583350954,2.6824385621802684,3.408465699516227,"[2.2669148851510847, 2.6077817088635395, 2.847186129097305]","[3.3384579226392557, 5.256070381060065, 7.174670105953416]"
PyMC,202,159,2,3,0,0.17248380139854214,0.09828247832377024,43.01929947805467,0.4350207531824202,1.5901973459990144,"[3.9956567356854293, 5.291244606411548]","[3.349188315026705, 5.067671520705432, 7.038565280166202]"
PyMC,404,632,1,2,0,0.16895321402007207,0.10926511598628504,35.32818146134582,0.8127115886371579,1.8563118526689575,[7.2505340657266695],"[3.961575987266108, 6.437822477089512]"
PyMC,404,1422,1,2,0,0.056811695021597546,0.10260812696250604,80.61092337325707,0.42451908502373215,2.8743279933541546,[6.979524355238352],"[4.005958409357185, 6.55500527021462]"
PyMC,101,1422,2,2,1,0.11605700207995368,0.09870775478637342,14.948901817770597,1.438178444505317,2.309632424294686,"[3.0721435154223338, 4.2857132774621505]","[3.923315304348113, 6.310898377547005]"
PyMC,202,475,2,3,0,0.09227389968443848,0.1012026418716345,9.67634641835973,0.2686233729280769,3.6047446659909337,"[3.361182545251126, 5.7103982333598555]","[3.3240440907723663, 5.210289941982461, 7.141310288101055]"
PyMC,101,159,1,3,0,0.08281932463450377,0.10227424524678608,23.49079843157414,0.04115127743896618,4.32818144100687,[5.110597024908919],"[3.209894747560574, 5.151748302347885, 7.00326546207004]"
PyMC,303,1422,2,1,0,0.10949471867128201,0.09772760129621542,10.746744242882677,0.462464384254754,3.3537501025204683,"[4.7047811494863705, 6.200951787846143]",[5.1672455337411245]
PyMC,303,1264,3,3,1,0.030189539759761057,0.10280732082900372,240.5395433223306,1.2041890465195293,5.122706927734477,"[2.6094581217533745, 3.7950267765752908, 5.531304543314491]","[3.3340784428652652, 5.151735475586787, 7.062542662749691]"
PyMC,404,1579,3,1,0,0.03104250890631701,0.09696268114364898,212.35452468185488,0.44383455759660784,1.5947678738476654,"[3.4282883076921236, 5.628727942827487, 6.751457386671085]",[5.184893385230879]
PyMC,555,1895,1,3,0,0.050234131575798514,0.10651636338488372,112.03982241468769,1.043974757694487,7.348624572250101,[2.310890222752545],"[3.354864980447032, 5.289961793434421, 7.216012086104422]"
PyMC,303,3000,3,3,1,0.07118105653668573,0.10554283407726561,48.27376722466925,0.6700915618013301,0.3564705824073012,"[3.2192514785438116, 4.427090391909266, 6.077683835702965]","[3.3658752502812357, 5.290219575143714, 7.0782055661350824]"
PyMC,202,2842,3,3,1,0.15800088798482254,0.105133323941073,33.460295519875785,0.335337938960921,1.2003612137332402,"[3.601173651399014, 5.249317365279029, 6.210892048479246]","[3.314460848750081, 5.21509373733926, 6.895969434773307]"
PyMC,202,948,3,3,1,0.06801700095076234,0.10947803226648456,60.95686480757357,0.5588729170720034,3.0559646037212707,"[3.559029132946093, 5.769850237658069, 7.9458048136920905]","[3.378371052468274, 5.138767483332046, 7.080926897279922]"
PyMC,555,632,2,2,1,0.11825068905687264,0.09960477295940325,15.768124690167044,0.6233910298975271,5.323875207149277,"[4.446910261108392, 5.860245765079793]","[3.8487170206941825, 6.508834584460638]"
PyMC,101,1737,1,3,0,0.05028484779423099,0.10435232114762694,107.52239635813102,0.45121657976643625,6.157830600774714,[3.8127688093499366],"[3.3615522295835003, 5.255503081998564, 7.190413037480057]"
PyMC,555,2526,1,1,1,0.1719539599434053,0.10320114218107221,39.983270978441844,2.5050784066152034,3.681920856212577,[3.049030429638447],[5.554108836253651]
PyMC,303,2369,1,3,0,0.08291712917611893,0.10551597934903019,27.254742653849604,0.0781784464002282,3.7512476770131418,[5.037185640865046],"[3.268338457050979, 5.115364087265275, 7.107992435293514]"
PyMC,303,790,2,2,1,0.14885456516877088,0.1070746554576258,28.06760388153036,2.2442625454426803,3.3931727453443847,"[2.2399263218226997, 3.658828950521066]","[3.911678568221213, 6.475601795007914]"
PyMC,303,1106,2,1,0,0.07426201718906171,0.10064255925864532,35.52360017695464,0.29459167583474866,1.9636739208989566,"[3.606903236044145, 5.536995817388389]",[5.24240414155364]
PyMC,101,2211,1,3,0,0.06692298381776815,0.10780958594286467,61.09500771279279,0.19305431752299196,2.8044991198874345,[6.9586759113359165],"[3.4362609135252797, 5.319414908706181, 7.151730228858908]"
PyMC,555,1264,2,3,0,0.0508601498163102,0.10555103049752698,107.53189064275645,1.727410165771119,5.865938905940474,"[1.8352311696827652, 3.6116536722951755]","[3.465990507494745, 5.435714666025434, 7.165249999232532]"
PyMC,404,3000,3,3,1,0.031043351915272348,0.10263176873010382,230.60788348571415,1.619091142964976,5.31499051218893,"[3.291273836367277, 3.7712920518616246, 4.013835323248265]","[3.522931822846918, 5.33408228709334, 7.076660530431837]"
PyMC,555,2684,1,3,0,0.04991056394861833,0.10573884170149407,111.85663582232722,0.5881282506402257,5.640101647879838,[3.9806547984579312],"[3.3925265478177056, 5.295664133827249, 6.977219507425743]"
PyMC,101,2526,3,3,1,0.06125656029329333,0.10252689988770451,67.37293017565935,0.9984758768237172,3.793301950421691,"[2.4404259545988514, 4.302645595920821, 5.898115404874311]","[3.365568165584719, 5.181860437236692, 7.089185983043724]"
PyMC,404,317,3,1,0,0.0648619307527631,0.10115718466378862,55.957714316851956,0.13911253318356476,4.8207349651430125,"[3.327423268174809, 5.3234357144786335, 7.624800545577019]",[5.184323181295069]
PyMC,555,475,1,3,0,0.09347923672506389,0.10194343660625273,9.054630929522121,0.8237677849380036,3.269135551551986,[5.946298894981457],"[3.2820761082852434, 5.122531110043453, 7.021543288635632]"
PyMC,303,317,2,2,1,0.15475235944295154,0.10212775592804778,34.00568734740583,0.1298857477048183,3.1472205630751167,"[4.2849469089844305, 6.466808153718205]","[4.095282119181227, 6.396701448111772]"
PyMC,555,2369,1,1,1,0.07588280655640195,0.1074295470373011,41.5729753715042,2.676175927984108,2.3157135726488893,[7.939625416189755],[5.263449488205647]
PyMC,303,632,1,3,0,0.04376434453172055,0.10103600886826815,130.86375438580347,1.153694837056518,2.0186088989468556,[8.322664072743997],"[3.4673900337079204, 5.323650455266863, 7.168969235687479]"
PyMC,202,1737,1,2,0,0.08422844038466198,0.0982634133173612,16.662985647844177,1.1501056318000344,2.78971821210192,[7.804540119936352],"[4.073392479712065, 6.654434488136317]"
PyMC,555,317,2,2,1,0.039881489280086176,0.09949875297268243,149.48605172165585,2.885767103616022,5.36965193504296,"[2.291275812340863, 2.820356144884941]","[4.232421127349077, 6.650745037108772]"
PyMC,303,475,3,3,1,0.110226298850227,0.103059961509525,6.501476884785418,0.6965126319688356,1.0292442486142002,"[2.459734296613616, 4.68460814111473, 6.22971263691246]","[3.3535266259642063, 5.16785589353536, 6.942210451047746]"
PyMC,202,1895,1,3,0,0.04898096618864941,0.09957412904838205,103.29147584568642,1.117332274043017,2.3066265799846675,[8.294137692732424],"[3.4204859573525255, 5.282394899374395, 7.176805418689407]"
PyMC,101,1,3,1,0,0.11649832513779042,0.10792216771832103,7.3616143488121315,0.8019663823036076,5.644995790880501,"[2.1059946171523567, 4.504856522440828, 6.184351113696277]",[5.382384731392669]
PyMC,555,1106,3,2,0,0.08117641340365304,0.10129092315779636,24.778761355374368,0.8682376650323715,1.3144702119369593,"[3.234835217047939, 5.15344209472382, 7.533784525309686]","[4.039027989476901, 6.601501967673905]"
PyMC,404,948,1,3,0,0.052189610498750975,0.10358834728771006,98.48461465369469,1.1264578512935266,1.8689260942289263,[8.143713211437404],"[3.42389796555163, 5.0992725832593235, 7.017255360143878]"
PyMC,202,2053,2,3,0,0.09881930845066905,0.10014101387863898,1.3374971437183552,0.536147169664549,2.151175465525412,"[4.172075548798355, 6.002726100781113]","[3.6011229445902146, 5.501384365660155, 7.3046212412685705]"
PyMC,404,475,1,3,0,0.03610871352438308,0.1023075552064408,183.3320415510116,0.051879658946573315,3.0688973141955134,[7.0532891033962635],"[3.3711917138236327, 5.233466664549766, 7.00140944444969]"
PyMC,303,1737,1,3,0,0.0993853847376421,0.1027228295895443,3.3580841496085263,0.737830720337195,3.384357862285267,[6.025223270877795],"[3.4785237041881993, 5.2873925505406, 7.285827051514067]"
PyMC,303,2684,1,3,0,0.03015383274118093,0.09996371467742439,231.5124665426179,0.0789027115735248,2.6559772687995054,[7.141599055994737],"[3.409681940805477, 5.162164704417453, 7.062696344421212]"
PyMC,202,1264,1,1,1,0.03296298518866934,0.10887932172033864,230.3078319428566,1.3962771416947541,2.8425173606906404,[6.666718922988816],[5.270441781294062]
PyMC,202,2369,2,3,0,0.040198724094169073,0.1047162354963388,160.49641588382687,1.307646269193733,5.932153922452544,"[2.4423917511452125, 3.518780600603069]","[3.3454534593704293, 5.231011430765318, 7.119790715974522]"
PyMC,404,2211,2,3,0,0.11588613564644365,0.10667932626400253,7.944703075206614,0.15620869320058728,2.541579308805211,"[3.2487248009003142, 5.503878634857892]","[3.3061430309745483, 5.248879478530951, 7.110360576081912]"
PyMC,404,159,3,2,0,0.04682338608637076,0.10864968025661777,132.04148468929986,0.4291103641183678,2.339188800876941,"[3.536648763785167, 4.709375632208243, 6.962591706232237]","[3.861272543862037, 6.428994758072371]"
PyMC,555,2053,1,3,0,0.06630416732289862,0.09998849656618733,50.80273322677801,1.0921717122471168,2.27247973226874,[8.134988366579552],"[3.383070673274601, 5.09549938041179, 7.0428166543324355]"
PyMC,303,1579,3,1,0,0.09742946790394946,0.10699155899945244,9.814372695671224,0.2881110902796431,3.0610499198131214,"[3.023700002659643, 5.496356601857867, 7.173021321546826]",[5.208245511578224]
PyMC,555,159,1,1,1,0.03610210775557044,0.1120313014637156,210.31789673396432,3.22589895858773,3.2772141849106626,[8.40993120933652],[5.18403225074879]
PyMC,303,2211,1,3,0,0.11266561473090311,0.11457891931923882,1.698215194498826,0.386812445879424,3.6501978886525914,[5.494096384703395],"[3.325792829354608, 5.107283938823971, 7.087665427403571]"
PyMC,202,3000,3,1,0,0.05089151572213394,0.09480629577264067,86.29096506042389,0.4906988577348699,1.9911565290404316,"[3.516921980298913, 4.881382104830975, 6.556513244311883]",[5.372080962565845]
PyMC,555,790,3,3,1,0.03368647836407902,0.09654998277552407,186.61346470243808,0.12380326341576531,3.62163236248337,"[3.600770758365568, 5.202969474541008, 7.375809888381689]","[3.475857137650759, 5.3136693308497875, 7.240013575157982]"
PyMC,303,948,1,2,0,0.12462626634182608,0.09986943304130698,19.864859974714985,0.6266324838450119,2.32441646489716,[4.587877524732907],"[3.9612450408878948, 6.461472768796425]"
PyMC,303,1,2,2,1,0.1429192300966741,0.10499692652263802,26.534080507139933,0.5331550692807889,3.2037834684712276,"[4.596302638125189, 5.947563582392657]","[4.038787983964029, 6.456359066793075]"
PyMC,101,1106,2,3,0,0.04828925213947402,0.10170669007417533,110.61972502787067,0.6053899019169731,4.1997122593434595,"[2.9799681877815183, 4.82130155104622]","[3.5597101872494044, 5.45233935541228, 7.206743590591871]"
PyMC,202,632,3,2,0,0.0386970911654942,0.10610781646205575,174.20101425264497,0.3188294011163293,2.7225737673952284,"[3.5755007148831273, 4.744350447133897, 6.470852047646433]","[4.056095280491819, 6.6279162842704]"
PyMC,101,1579,3,3,1,0.08625331092919482,0.10945903447160615,26.904153930346943,0.5574189559413151,1.9161801919423491,"[3.166487077879048, 4.800278228905183, 6.3119548571414175]","[3.4179164546170364, 5.392752083185189, 7.140308493947368]"
PyMC,101,2369,3,3,1,0.09197502821092951,0.10025601698823612,9.003518605414866,1.3986032012069316,1.4712033037099206,"[2.06187472910514, 3.8452502510669193, 5.746778196617397]","[3.3566888327066877, 5.404105936402915, 7.088918011300648]"
PyMC,555,2842,1,3,0,0.04760547466257951,0.11161805035962262,134.46473572788568,0.409933951557619,5.935642542245704,[3.7024254408126542],"[3.292491489255035, 5.278926820407918, 7.087396124946114]"
PyMC,555,3000,2,3,0,0.10827730596952383,0.09989315478731127,7.743221081407764,0.9491257443151064,1.6336465782607945,"[4.781671191141371, 5.706125499007993]","[3.336421092950091, 5.230511658510618, 7.155536520268959]"
