"method","particle_count","benchmark_seed","task_seed","task_id","step_index","before_true_ph","before_measured_ph","target_ph","action_reagent","requested_volume_ml","actual_volume_ml","true_ph_after","measured_ph_after","observe_time_ms","recommend_time_ms","total_decision_time_ms","next_action_stop","next_action_reason","next_action_reagent","next_action_volume_ml"
"pf_1000","1000","202","1000202","475","1","3.988","3.99","7.921","base","8.11","8.11","5.558118245562191","5.56","36.4876","32.0318","68.5194","0","running","base","5.3"
"pf_1000","1000","202","1000202","475","2","5.558118245562191","5.5600000000000005","7.921","base","5.3","5.3","6.282982778333768","6.28","21.0306","2.6737","23.7043","0","running","base","3.19"
"pf_1000","1000","202","1000202","475","3","6.282982778333768","6.28","7.921","base","3.19","3.19","10.885872741672745","10.89","30.5376","35.6785","66.2161","0","running","acid","1.59"
"pf_1000","1000","202","1000202","475","4","10.885872741672745","10.89","7.921","acid","1.59","1.59","6.681423036806919","6.68","17.858","37.3331","55.1911","0","running","base","0.79"
"pf_1000","1000","202","1000202","475","5","6.681423036806919","6.68","7.921","base","0.79","0.79","7.09135684943465","7.09","17.0183","35.0095","52.0278","0","running","base","0.79"
"pf_1000","1000","202","1000202","475","6","7.09135684943465","7.09","7.921","base","0.79","0.79","10.826301522229254","10.83","16.398","32.3173","48.7153","0","running","acid","0.39"
"pf_1000","1000","202","1000202","475","7","10.826301522229254","10.83","7.921","acid","0.39","0.39","7.654786810582721","7.65","9.8254","37.1476","46.973","0","running","base","0.19"
"pf_1000","1000","202","1000202","475","8","7.654786810582721","7.65","7.921","base","0.19","0.19","9.986306302973784","9.99","28.6911","34.7833","63.4744","0","running","acid","0.09"
"pf_1000","1000","202","1000202","475","9","9.986306302973784","9.99","7.921","acid","0.09","0.09","8.097906890049018","8.1","13.7184","32.8451","46.5635","0","running","acid","0.09"
"pf_1000","1000","202","1000202","475","10","8.097906890049018","8.1","7.921","acid","0.09","0.09","7.683727858331983","7.68","9.4137","33.5639","42.9776","0","running","base","0.04"
"pf_1000","1000","202","1000202","475","11","7.683727858331983","7.68","7.921","base","0.04","0.04","7.823121600682953","7.82","9.4295","32.3809","41.8104","0","running","base","0.04"
"pf_1000","1000","202","1000202","475","12","7.823121600682953","7.82","7.921","base","0.04","0.04","8.027635626525708","8.03","10.366","38.0457","48.4117","0","running","acid","0.02"
"pf_1000","1000","202","1000202","475","13","8.027635626525708","8.03","7.921","acid","0.02","0.02","7.913674040088338","7.91","9.7093","0.069","9.7783","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","632","1","3.488","3.49","5.556","base","5.48","5.48","5.828118103354914","5.83","32.3272","2.6261","34.9533","0","running","acid","0.48"
"pf_1000","1000","202","1000202","632","2","5.828118103354914","5.83","5.556","acid","0.48","0.48","5.54688423174801","5.55","11.3933","0.1026","11.4959","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","790","1","6.586","6.59","2.681","acid","8.45","8.45","2.2669909947220557","2.27","31.464","27.6105","59.0745","0","running","base","0.87"
"pf_1000","1000","202","1000202","790","2","2.2669909947220557","2.27","2.681","base","0.87","0.87","2.750880422619649","2.75","9.3338","0.0594","9.3932","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","948","1","2.995","3.0","3.693","base","1.84","1.84","3.5437608606177173","3.54","19.3427","2.5315","21.8742","0","running","base","0.34"
"pf_1000","1000","202","1000202","948","2","3.5437608606177173","3.54","3.693","base","0.34","0.34","3.633325322303925","3.63","9.7664","0.0413","9.8077","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","1106","1","7.852","7.8500000000000005","5.042","acid","6.43","6.43","1.8125016526782636","1.81","35.4171","33.7867","69.2038","0","running","base","3.21"
"pf_1000","1000","202","1000202","1106","2","1.8125016526782636","1.81","5.042","base","3.21","3.21","6.425869375613425","6.43","26.2274","32.1101","58.3375","0","running","acid","1.6"
"pf_1000","1000","202","1000202","1106","3","6.425869375613425","6.43","5.042","acid","1.6","1.6","2.3772227710247416","2.38","9.3636","30.5542","39.9178","0","running","base","0.79"
"pf_1000","1000","202","1000202","1106","4","2.3772227710247416","2.38","5.042","base","0.79","0.79","3.379196033156785","3.38","16.8708","30.9613","47.8321","0","running","base","0.79"
"pf_1000","1000","202","1000202","1106","5","3.379196033156785","3.38","5.042","base","0.79","0.79","6.411504057143606","6.41","10.4897","30.5711","41.0608","0","running","acid","0.39"
"pf_1000","1000","202","1000202","1106","6","6.411504057143606","6.41","5.042","acid","0.39","0.39","6.018165812513786","6.02","9.5587","29.7417","39.3004","0","running","acid","0.39"
"pf_1000","1000","202","1000202","1106","7","6.018165812513786","6.0200000000000005","5.042","acid","0.39","0.39","3.4592126838378183","3.46","9.9884","31.5198","41.5082","0","running","base","0.19"
"pf_1000","1000","202","1000202","1106","8","3.4592126838378183","3.46","5.042","base","0.19","0.19","5.551070016285291","5.55","12.4893","29.8887","42.378","0","running","acid","0.09"
"pf_1000","1000","202","1000202","1106","9","5.551070016285291","5.55","5.042","acid","0.09","0.09","4.862813321806023","4.86","9.691","29.8069","39.4979","0","running","base","0.04"
"pf_1000","1000","202","1000202","1106","10","4.862813321806023","4.86","5.042","base","0.04","0.04","5.28884152724744","5.29","9.3858","31.1113","40.4971","0","running","acid","0.02"
"pf_1000","1000","202","1000202","1106","11","5.28884152724744","5.29","5.042","acid","0.02","0.02","5.120751457095922","5.12","10.2983","0.0523","10.3506","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","1264","1","5.63","5.63","9.358","base","7.56","7.56","12.21705598816678","12.22","37.0976","29.6363","66.7339","0","running","acid","3.78"
"pf_1000","1000","202","1000202","1264","2","12.21705598816678","12.22","9.358","acid","3.78","3.78","7.802112047129388","7.8","28.7554","33.5647","62.3201","0","running","base","1.89"
"pf_1000","1000","202","1000202","1264","3","7.802112047129388","7.8","9.358","base","1.89","1.89","11.77285934045939","11.77","19.7694","29.6798","49.4492","0","running","acid","0.94"
"pf_1000","1000","202","1000202","1264","4","11.77285934045939","11.77","9.358","acid","0.94","0.94","11.36782616338342","11.37","13.3858","2.7085","16.0943","0","running","acid","0.94"
"pf_1000","1000","202","1000202","1264","5","11.36782616338342","11.370000000000001","9.358","acid","0.94","0.94","7.81762521869468","7.82","9.8248","31.8666","41.6914","0","running","base","0.47"
"pf_1000","1000","202","1000202","1264","6","7.81762521869468","7.82","9.358","base","0.47","0.47","10.782246210045244","10.78","15.8491","3.2727","19.1218","0","running","acid","0.23"
"pf_1000","1000","202","1000202","1264","7","10.782246210045244","10.78","9.358","acid","0.23","0.23","8.569157298108554","8.57","27.0167","37.7047","64.7214","0","running","base","0.11"
"pf_1000","1000","202","1000202","1264","8","8.569157298108554","8.57","9.358","base","0.11","0.11","10.287019884665789","10.29","16.2109","4.6754","20.8863","0","running","acid","0.05"
"pf_1000","1000","202","1000202","1264","9","10.287019884665789","10.290000000000001","9.358","acid","0.05","0.05","9.584677245358666","9.58","12.853","2.6213","15.4743","0","running","acid","0.05"
"pf_1000","1000","202","1000202","1264","10","9.584677245358666","9.58","9.358","acid","0.05","0.05","8.654674870771597","8.65","9.5089","30.8115","40.3204","0","running","base","0.02"
"pf_1000","1000","202","1000202","1264","11","8.654674870771597","8.65","9.358","base","0.02","0.02","8.89256516404727","8.89","9.7051","27.6627","37.3678","0","running","base","0.02"
"pf_1000","1000","202","1000202","1264","12","8.89256516404727","8.89","9.358","base","0.02","0.02","9.310821759588173","9.31","13.124","0.1655","13.2895","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","1422","1","3.371","3.37","3.849","base","1.26","1.26","3.571242232613889","3.57","18.7024","29.803","48.5054","0","running","base","2.41"
"pf_1000","1000","202","1000202","1422","2","3.571242232613889","3.5700000000000003","3.849","base","2.41","2.41","3.9403687820485995","3.94","9.3903","0.059","9.4493","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","1579","1","8.923","8.92","9.277","base","0.93","0.93","11.652830723622547","11.65","18.7523","2.5869","21.3392","0","running","acid","0.46"
"pf_1000","1000","202","1000202","1579","2","11.652830723622547","11.65","9.277","acid","0.46","0.46","10.813504199480349","10.81","16.4972","30.0911","46.5883","0","running","acid","0.46"
"pf_1000","1000","202","1000202","1579","3","10.813504199480349","10.81","9.277","acid","0.46","0.46","8.934270912844113","8.93","16.6095","2.7166","19.3261","0","running","base","0.23"
"pf_1000","1000","202","1000202","1579","4","8.934270912844113","8.93","9.277","base","0.23","0.23","9.329242409410263","9.33","9.3862","0.0583","9.4445","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","1737","1","7.952","7.95","8.355","base","2.41","2.41","8.597918405557834","8.6","33.501","3.5425","37.0435","0","running","acid","0.52"
"pf_1000","1000","202","1000202","1737","2","8.597918405557834","8.6","8.355","acid","0.52","0.52","8.410769005298018","8.41","16.7185","0.0408","16.7593","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","1895","1","9.274","9.27","11.088","base","5.72","5.72","12.49260776492391","12.49","28.8502","2.6249","31.4751","0","running","acid","2.43"
"pf_1000","1000","202","1000202","1895","2","12.49260776492391","12.49","11.088","acid","2.43","2.43","12.161021507399163","12.16","15.3299","29.8639","45.1938","0","running","acid","2.85"
"pf_1000","1000","202","1000202","1895","3","12.161021507399163","12.16","11.088","acid","2.85","2.85","10.040949492075733","10.04","21.0772","30.6846","51.7618","0","running","base","1.42"
"pf_1000","1000","202","1000202","1895","4","10.040949492075733","10.040000000000001","11.088","base","1.42","1.42","11.760370228580133","11.76","16.7902","33.1289","49.9191","0","running","acid","0.7"
"pf_1000","1000","202","1000202","1895","5","11.760370228580133","11.76","11.088","acid","0.7","0.7","11.43189032763593","11.43","10.5422","30.881","41.4232","0","running","acid","0.7"
"pf_1000","1000","202","1000202","1895","6","11.43189032763593","11.43","11.088","acid","0.7","0.7","10.103899474582281","10.1","16.8744","31.0761","47.9505","0","running","base","0.35"
"pf_1000","1000","202","1000202","1895","7","10.103899474582281","10.1","11.088","base","0.35","0.35","11.086732473577072","11.09","15.8702","0.0426","15.9128","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","2053","1","3.186","3.19","5.657","base","6.75","6.75","4.866562519278002","4.87","28.5114","2.5364","31.0478","0","running","base","1.4"
"pf_1000","1000","202","1000202","2053","2","4.866562519278002","4.87","5.657","base","1.4","1.4","5.234982580672334","5.23","9.7839","34.0858","43.8697","0","running","base","1.69"
"pf_1000","1000","202","1000202","2053","3","5.234982580672334","5.23","5.657","base","1.69","1.69","5.635872530266662","5.64","17.7966","0.0856","17.8822","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","2211","1","3.24","3.24","1.83","acid","4.61","4.61","1.8203459880318027","1.82","41.3378","0.0584","41.3962","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","2369","1","2.0","2.0","1.653","acid","1.83","1.83","1.7321273463361462","1.73","25.2965","0.0611","25.3576","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","2526","1","3.738","3.74","2.856","acid","2.27","2.27","3.4667272243151945","3.47","18.9104","29.7617","48.6721","0","running","acid","3.58"
"pf_1000","1000","202","1000202","2526","2","3.4667272243151945","3.47","2.856","acid","3.58","3.58","3.1040079277426154","3.1","16.5277","29.5812","46.1089","0","running","acid","1.92"
"pf_1000","1000","202","1000202","2526","3","3.1040079277426154","3.1","2.856","acid","1.92","1.92","2.8871246140996236","2.89","13.1085","0.0418","13.1503","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","2684","1","4.468","4.47","2.589","acid","4.97","4.97","1.6554967706531696","1.66","31.0366","31.7218","62.7584","0","running","base","2.08"
"pf_1000","1000","202","1000202","2684","2","1.6554967706531696","1.6600000000000001","2.589","base","2.08","2.08","2.204318928999549","2.2","9.4308","30.2635","39.6943","0","running","base","0.98"
"pf_1000","1000","202","1000202","2684","3","2.204318928999549","2.2","2.589","base","0.98","0.98","3.094143280055884","3.09","9.5768","29.8953","39.4721","0","running","acid","0.49"
"pf_1000","1000","202","1000202","2684","4","3.094143280055884","3.09","2.589","acid","0.49","0.49","2.5205211540356105","2.52","10.4689","0.0614","10.5303","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","2842","1","3.649","3.65","5.173","base","3.79","3.79","3.9167721089329968","3.92","18.6462","2.5022","21.1484","0","running","base","2.9"
"pf_1000","1000","202","1000202","2842","2","3.9167721089329968","3.92","5.173","base","2.9","2.9","4.134484067978848","4.13","10.1893","2.5337","12.723","0","running","base","2.49"
"pf_1000","1000","202","1000202","2842","3","4.134484067978848","4.13","5.173","base","2.49","2.49","4.333369047898767","4.33","10.0743","2.9797","13.054","0","running","base","2.04"
"pf_1000","1000","202","1000202","2842","4","4.333369047898767","4.33","5.173","base","2.04","2.04","4.4983909508311335","4.5","23.1714","2.7513","25.9227","0","running","base","1.65"
"pf_1000","1000","202","1000202","2842","5","4.4983909508311335","4.5","5.173","base","1.65","1.65","4.627270007975323","4.63","12.4512","2.6534","15.1046","0","running","base","1.36"
"pf_1000","1000","202","1000202","2842","6","4.627270007975323","4.63","5.173","base","1.36","1.36","4.727889067952262","4.73","9.4197","26.1267","35.5464","0","running","base","3.38"
"pf_1000","1000","202","1000202","2842","7","4.727889067952262","4.73","5.173","base","3.38","3.38","4.953146584849456","4.95","9.8172","33.7046","43.5218","0","running","base","2.62"
"pf_1000","1000","202","1000202","2842","8","4.953146584849456","4.95","5.173","base","2.62","2.62","5.107038537077104","5.11","10.293","0.0634","10.3564","1","measured_success","","0.0"
"pf_1000","1000","202","1000202","3000","1","4.14","4.14","5.711","base","4.46","4.46","5.429100950557492","5.43","29.2977","32.1848","61.4825","0","running","base","0.73"
"pf_1000","1000","202","1000202","3000","2","5.429100950557492","5.43","5.711","base","0.73","0.73","5.694780583801528","5.69","9.9382","0.0607","9.9989","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","1","1","4.135","4.14","3.816","acid","1.97","1.97","3.8352821950198024","3.84","21.2005","0.0587","21.2592","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","159","1","5.055","5.0600000000000005","4.744","acid","2.44","2.44","4.327176099893563","4.33","32.8714","3.9035","36.7749","0","running","base","0.83"
"pf_1000","1000","303","1000303","159","2","4.327176099893563","4.33","4.744","base","0.83","0.83","4.506710763314894","4.51","11.6469","2.6251","14.272","0","running","base","0.59"
"pf_1000","1000","303","1000303","159","3","4.506710763314894","4.51","4.744","base","0.59","0.59","4.660021451154163","4.66","9.7114","0.0613","9.7727","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","317","1","4.234","4.23","7.283","base","7.07","7.07","4.972926855360587","4.97","37.707","4.1315","41.8385","0","running","base","4.27"
"pf_1000","1000","303","1000303","317","2","4.972926855360587","4.97","7.283","base","4.27","4.27","5.653964108417975","5.65","23.6431","2.6732","26.3163","0","running","base","3.19"
"pf_1000","1000","303","1000303","317","3","5.653964108417975","5.65","7.283","base","3.19","3.19","6.060947122477769","6.06","13.4309","2.6266","16.0575","0","running","base","2.7"
"pf_1000","1000","303","1000303","317","4","6.060947122477769","6.0600000000000005","7.283","base","2.7","2.7","6.329074661259977","6.33","13.7823","2.7159","16.4982","0","running","base","2.24"
"pf_1000","1000","303","1000303","317","5","6.329074661259977","6.33","7.283","base","2.24","2.24","6.536565196893822","6.54","14.1605","2.6856","16.8461","0","running","base","1.8"
"pf_1000","1000","303","1000303","317","6","6.536565196893822","6.54","7.283","base","1.8","1.8","6.710071895554389","6.71","13.2562","2.6137","15.8699","0","running","base","1.41"
"pf_1000","1000","303","1000303","317","7","6.710071895554389","6.71","7.283","base","1.41","1.41","6.8608179556517985","6.86","9.3245","2.6501","11.9746","0","running","base","1.06"
"pf_1000","1000","303","1000303","317","8","6.8608179556517985","6.86","7.283","base","1.06","1.06","6.990895033302422","6.99","9.6695","2.6215","12.291","0","running","base","0.74"
"pf_1000","1000","303","1000303","317","9","6.990895033302422","6.99","7.283","base","0.74","0.74","7.095977479530545","7.1","9.5108","2.7298","12.2406","0","running","base","0.47"
"pf_1000","1000","303","1000303","317","10","7.095977479530545","7.1000000000000005","7.283","base","0.47","0.47","7.171914210537686","7.17","9.4421","2.8301","12.2722","0","running","base","0.3"
"pf_1000","1000","303","1000303","317","11","7.171914210537686","7.17","7.283","base","0.3","0.3","7.225492971242394","7.23","9.4247","0.0591","9.4838","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","475","1","4.899","4.9","3.922","acid","2.54","2.54","4.562524341363535","4.56","19.2293","2.4311","21.6604","0","running","acid","1.49"
"pf_1000","1000","303","1000303","475","2","4.562524341363535","4.5600000000000005","3.922","acid","1.49","1.49","4.346071112608136","4.35","9.1896","2.4727","11.6623","0","running","acid","1.06"
"pf_1000","1000","303","1000303","475","3","4.346071112608136","4.3500000000000005","3.922","acid","1.06","1.06","4.167630054549212","4.17","9.3725","2.4127","11.7852","0","running","acid","0.62"
"pf_1000","1000","303","1000303","475","4","4.167630054549212","4.17","3.922","acid","0.62","0.62","4.0476548122067335","4.05","10.5852","3.9171","14.5023","0","running","acid","0.33"
"pf_1000","1000","303","1000303","475","5","4.0476548122067335","4.05","3.922","acid","0.33","0.33","3.977656482292395","3.98","11.0017","0.0424","11.0441","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","632","1","7.613","7.61","3.977","acid","7.44","7.44","1.4627271393911014","1.46","32.9141","31.9859","64.9","0","running","base","3.72"
"pf_1000","1000","303","1000303","632","2","1.4627271393911014","1.46","3.977","base","3.72","3.72","1.8997856891657494","1.9","11.9669","32.7731","44.74","0","running","base","3.72"
"pf_1000","1000","303","1000303","632","3","1.8997856891657494","1.9000000000000001","3.977","base","3.72","3.72","7.613393623887225","7.61","9.833","30.3705","40.2035","0","running","acid","1.86"
"pf_1000","1000","303","1000303","632","4","7.613393623887225","7.61","3.977","acid","1.86","1.86","2.444857261889152","2.44","13.6422","32.6411","46.2833","0","running","base","0.93"
"pf_1000","1000","303","1000303","632","5","2.444857261889152","2.44","3.977","base","0.93","0.93","3.5049244486953075","3.5","9.7185","29.7132","39.4317","0","running","base","0.91"
"pf_1000","1000","303","1000303","632","6","3.5049244486953075","3.5","3.977","base","0.91","0.91","7.600877813503256","7.6","9.7083","29.9446","39.6529","0","running","acid","0.45"
"pf_1000","1000","303","1000303","632","7","7.600877813503256","7.6000000000000005","3.977","acid","0.45","0.45","7.21100477982605","7.21","9.4014","29.5033","38.9047","0","running","acid","0.45"
"pf_1000","1000","303","1000303","632","8","7.21100477982605","7.21","3.977","acid","0.45","0.45","3.580837545974326","3.58","9.7907","29.6826","39.4733","0","running","base","0.22"
"pf_1000","1000","303","1000303","632","9","3.580837545974326","3.58","3.977","base","0.22","0.22","6.7650689599555776","6.77","16.167","32.0495","48.2165","0","running","acid","0.11"
"pf_1000","1000","303","1000303","632","10","6.7650689599555776","6.7700000000000005","3.977","acid","0.11","0.11","6.069160365366757","6.07","9.3303","29.542","38.8723","0","running","acid","0.11"
"pf_1000","1000","303","1000303","632","11","6.069160365366757","6.07","3.977","acid","0.11","0.11","3.5869125270133537","3.59","9.7866","35.4836","45.2702","0","running","base","0.05"
"pf_1000","1000","303","1000303","632","12","3.5869125270133537","3.59","3.977","base","0.05","0.05","3.9950376484060124","4.0","14.1872","0.044","14.2312","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","790","1","2.52","2.52","2.018","acid","1.32","1.32","2.441497301138357","2.44","18.9249","2.4903","21.4152","0","running","acid","1.09"
"pf_1000","1000","303","1000303","790","2","2.441497301138357","2.44","2.018","acid","1.09","1.09","2.3779773482822586","2.38","9.4122","2.5268","11.939","0","running","acid","0.94"
"pf_1000","1000","303","1000303","790","3","2.3779773482822586","2.38","2.018","acid","0.94","0.94","2.3243429680308836","2.32","9.4135","2.5065","11.92","0","running","acid","0.79"
"pf_1000","1000","303","1000303","790","4","2.3243429680308836","2.32","2.018","acid","0.79","0.79","2.280047118509695","2.28","9.2455","2.4633","11.7088","0","running","acid","0.69"
"pf_1000","1000","303","1000303","790","5","2.280047118509695","2.2800000000000002","2.018","acid","0.69","0.69","2.2419247832450138","2.24","9.4901","2.507","11.9971","0","running","acid","0.59"
"pf_1000","1000","303","1000303","790","6","2.2419247832450138","2.24","2.018","acid","0.59","0.59","2.2097428356302435","2.21","9.2535","2.4638","11.7173","0","running","acid","0.51"
"pf_1000","1000","303","1000303","790","7","2.2097428356302435","2.21","2.018","acid","0.51","0.51","2.182235299543173","2.18","9.4421","2.5","11.9421","0","running","acid","0.43"
"pf_1000","1000","303","1000303","790","8","2.182235299543173","2.18","2.018","acid","0.43","0.43","2.159270461750258","2.16","9.7109","2.8085","12.5194","0","running","acid","0.38"
"pf_1000","1000","303","1000303","790","9","2.159270461750258","2.16","2.018","acid","0.38","0.38","2.1391534825156437","2.14","9.2336","2.4735","11.7071","0","running","acid","0.33"
"pf_1000","1000","303","1000303","790","10","2.1391534825156437","2.14","2.018","acid","0.33","0.33","2.121822152509191","2.12","9.7154","2.6056","12.321","0","running","acid","0.28"
"pf_1000","1000","303","1000303","790","11","2.121822152509191","2.12","2.018","acid","0.28","0.28","2.1072205883790716","2.11","9.9436","0.0402","9.9838","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","948","1","4.683","4.68","4.093","acid","2.93","2.93","4.233635414300169","4.23","31.7698","30.3373","62.1071","0","running","acid","0.96"
"pf_1000","1000","303","1000303","948","2","4.233635414300169","4.23","4.093","acid","0.96","0.96","4.052314470101065","4.05","13.0619","0.0667","13.1286","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","1106","1","2.614","2.61","3.737","base","2.92","2.92","3.4904832107401687","3.49","20.8473","3.7699","24.6172","0","running","base","0.47"
"pf_1000","1000","303","1000303","1106","2","3.4904832107401687","3.49","3.737","base","0.47","0.47","3.5901480981524783","3.59","9.7544","2.6939","12.4483","0","running","base","0.39"
"pf_1000","1000","303","1000303","1106","3","3.5901480981524783","3.59","3.737","base","0.39","0.39","3.671841869095414","3.67","15.557","0.0497","15.6067","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","1264","1","4.275","4.28","3.92","acid","2.51","2.51","3.3720478838637993","3.37","45.034","3.1712","48.2052","0","running","base","1.02"
"pf_1000","1000","303","1000303","1264","2","3.3720478838637993","3.37","3.92","base","1.02","1.02","3.708318150064671","3.71","13.3301","4.854","18.1841","0","running","base","0.5"
"pf_1000","1000","303","1000303","1264","3","3.708318150064671","3.71","3.92","base","0.5","0.5","3.8818446031775027","3.88","10.8459","0.0579","10.9038","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","1422","1","3.916","3.92","2.333","acid","4.42","4.42","1.6983999297223082","1.7","37.1531","31.066","68.2191","0","running","base","1.51"
"pf_1000","1000","303","1000303","1422","2","1.6983999297223082","1.7","2.333","base","1.51","1.51","2.057800904570265","2.06","10.2579","30.3829","40.6408","0","running","base","0.81"
"pf_1000","1000","303","1000303","1422","3","2.057800904570265","2.06","2.333","base","0.81","0.81","2.4318425049517503","2.43","9.4627","0.0592","9.5219","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","1579","1","3.719","3.72","5.532","base","4.47","4.47","5.233307575679065","5.23","29.1366","4.1212","33.2578","0","running","base","0.54"
"pf_1000","1000","303","1000303","1579","2","5.233307575679065","5.23","5.532","base","0.54","0.54","5.3386469919753985","5.34","11.5448","2.7308","14.2756","0","running","base","0.5"
"pf_1000","1000","303","1000303","1579","3","5.3386469919753985","5.34","5.532","base","0.5","0.5","5.4315554643235835","5.43","9.9112","4.2079","14.1191","0","running","base","0.27"
"pf_1000","1000","303","1000303","1579","4","5.4315554643235835","5.43","5.532","base","0.27","0.27","5.480598418059651","5.48","10.3511","0.0588","10.4099","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","1737","1","5.828","5.83","6.357","base","3.49","3.49","6.290314204395955","6.29","20.3385","0.0419","20.3804","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","1895","1","4.264","4.26","3.929","acid","0.87","0.87","4.13642061069849","4.14","21.7296","3.6225","25.3521","0","running","acid","0.54"
"pf_1000","1000","303","1000303","1895","2","4.13642061069849","4.14","3.929","acid","0.54","0.54","4.063655762147999","4.06","12.612","3.9137","16.5257","0","running","acid","0.34"
"pf_1000","1000","303","1000303","1895","3","4.063655762147999","4.0600000000000005","3.929","acid","0.34","0.34","4.0195835616133575","4.02","15.5829","0.0727","15.6556","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","2053","1","5.339","5.34","3.528","acid","4.47","4.47","4.707951048498643","4.71","35.4882","2.5703","38.0585","0","running","acid","2.44"
"pf_1000","1000","303","1000303","2053","2","4.707951048498643","4.71","3.528","acid","2.44","2.44","4.34915519313946","4.35","13.989","34.0385","48.0275","0","running","acid","3.84"
"pf_1000","1000","303","1000303","2053","3","4.34915519313946","4.3500000000000005","3.528","acid","3.84","3.84","3.81505219058487","3.82","12.1681","31.9866","44.1547","0","running","acid","0.75"
"pf_1000","1000","303","1000303","2053","4","3.81505219058487","3.8200000000000003","3.528","acid","0.75","0.75","3.706696736294674","3.71","9.4397","3.3684","12.8081","0","running","acid","0.47"
"pf_1000","1000","303","1000303","2053","5","3.706696736294674","3.71","3.528","acid","0.47","0.47","3.635566636326673","3.64","9.4485","2.6086","12.0571","0","running","acid","0.3"
"pf_1000","1000","303","1000303","2053","6","3.635566636326673","3.64","3.528","acid","0.3","0.3","3.5883622872929024","3.59","9.5564","0.0584","9.6148","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","2211","1","6.27","6.2700000000000005","4.433","acid","6.03","6.03","5.2222457821993125","5.22","32.0205","36.0059","68.0264","0","running","acid","1.96"
"pf_1000","1000","303","1000303","2211","2","5.2222457821993125","5.22","4.433","acid","1.96","1.96","4.845394595366809","4.85","14.8211","2.811","17.6321","0","running","acid","0.96"
"pf_1000","1000","303","1000303","2211","3","4.845394595366809","4.8500000000000005","4.433","acid","0.96","0.96","4.552691575916281","4.55","15.5875","42.0222","57.6097","0","running","acid","0.49"
"pf_1000","1000","303","1000303","2211","4","4.552691575916281","4.55","4.433","acid","0.49","0.49","4.312432678755275","4.31","10.7191","2.6991","13.4182","0","running","base","0.24"
"pf_1000","1000","303","1000303","2211","5","4.312432678755275","4.3100000000000005","4.433","base","0.24","0.24","4.443762523940439","4.44","14.0731","0.0511","14.1242","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","2369","1","5.15","5.15","3.969","acid","3.91","3.91","3.4067018290007764","3.41","30.5448","2.5685","33.1133","0","running","base","1.0"
"pf_1000","1000","303","1000303","2369","2","3.4067018290007764","3.41","3.969","base","1.0","1.0","4.3081056344236455","4.31","9.4533","29.835","39.2883","0","running","acid","0.5"
"pf_1000","1000","303","1000303","2369","3","4.3081056344236455","4.3100000000000005","3.969","acid","0.5","0.5","4.021851223798032","4.02","10.8976","0.0609","10.9585","1","measured_success","","0.0"
"pf_1000","1000","303","1000303","2526","1","8.612","8.61","5.367","acid","7.01","7.01","2.4783432356955695","2.48","37.1754","30.6575","67.8329","0","running","base","3.5"
"pf_1000","1000","303","1000303","2526","2","2.4783432356955695","2.48","5.367","base","3.5","3.5","8.027774369821817","8.03","18.6833","37.4908","56.1741","0","running","acid","1.75"
"pf_1000","1000","303","1000303","2526","3","8.027774369821817","8.03","5.367","acid","1.75","1.75","7.562283972096861","7.56","9.9471","29.9656","39.9127","0","running","acid","1.75"
"pf_1000","1000","303","1000303","2526","4","7.562283972096861","7.5600000000000005","5.367","acid","1.75","1.75","2.6441158105947746","2.64","15.055","38.7432","53.7982","0","running","base","0.87"
"pf_1000","1000","303","1000303","2526","5","2.6441158105947746","2.64","5.367","base","0.87","0.87","6.995868050254048","7.0","17.169","33.2451","50.4141","0","running","acid","0.43"
"pf_1000","1000","303","1000303","2526","6","6.995868050254048","7.0","5.367","acid","0.43","0.43","3.5850175667147033","3.59","13.828","30.3488","44.1768","0","running","base","0.21"
