method,repeat,order_position,benchmark_seed,task_seed,task_id,pka_values,analyte_conc_m,initial_volume_ml,initial_base_moles,before_ph,observed_ph,target_ph,reagent,previous_volume_ml,wall_ns,process_cpu_ns,selected_k,posterior_concentration_m,posterior_pka_values,posterior_pka_sd,pair_probabilities,recommended_volume_ml,inference_seed
pymc,1,73,555,1000555,317,"(2.291275812340863, 2.820356144884941)",0.039881489280086176,14.059698672407675,0.0008879427069592543,3.14,3.14,2.26,acid,0.01,12514336600,12328125000,2,0.09949875297268243,"[4.232421127349077, 6.650745037108772]","[1.7139843846835319, 1.5268720620084821]","[0.3320638003028302, 0.334126868074675, 0.3338093316224949]",0.01,30821159
pymc,1,74,303,1000303,475,"(2.459734296613616, 4.68460814111473, 6.22971263691246)",0.110226298850227,10.501477189749984,0.0019183829086170654,4.9,4.9,3.922,acid,0.01,12213122600,12109375000,3,0.103059961509525,"[3.3535266259642063, 5.16785589353536, 6.942210451047746]","[1.422526500760275, 1.6305532112317387, 1.557749473949411]","[0.3333314763158958, 0.3332995912927623, 0.33336893239134185]",0.01,30567049
pymc,1,75,202,1000202,1895,"(8.294137692732424,)",0.04898096618864941,11.036447272683242,0.0004894840276974075,9.27,9.28,11.088,base,0.01,16758980800,16656250000,3,0.09957412904838205,"[3.4204859573525255, 5.282394899374395, 7.176805418689407]","[1.6130005797527611, 1.728813522970933, 1.3519289878111411]","[0.3332659332681258, 0.3332943993681429, 0.33343966736373126]",0.01,30466560
pymc,1,76,101,1000101,1,"(2.1059946171523567, 4.504856522440828, 6.184351113696277)",0.11649832513779042,13.554845491034163,0.004152384241521839,6.43,6.43,6.221,acid,0.01,13080872300,12984375000,1,0.10792216771832103,[5.382384731392669],[2.182915646496023],"[0.3333920826506581, 0.33322495930962875, 0.33338295803971313]",0.01,30362757
pymc,1,77,555,1000555,1106,"(3.234835217047939, 5.15344209472382, 7.533784525309686)",0.08117641340365304,12.796604330989595,0.001903245339883949,5.8,5.8,9.685,base,0.01,13253343100,12875000000,2,0.10129092315779636,"[4.039027989476901, 6.601501967673905]","[1.820122365654912, 1.7365246750481054]","[0.3333016429357173, 0.33341200930080567, 0.33328634776347693]",6.88,30821948
pymc,1,78,404,1000404,948,"(8.143713211437404,)",0.052189610498750975,12.84448428669959,0.0005356750131392309,8.74,8.74,8.245,acid,0.01,13140566700,13015625000,3,0.10358834728771006,"[3.42389796555163, 5.0992725832593235, 7.017255360143878]","[1.6111061481728821, 1.8292494587481476, 1.5844434140820849]","[0.3334883478304815, 0.3329632223341718, 0.33354842983534677]",0.01,30669431
pymc,1,79,202,1000202,2053,"(4.172075548798355, 6.002726100781113)",0.09881930845066905,8.420128724466338,7.269696138586925e-05,3.19,3.19,5.657,base,0.01,15238495100,15187500000,3,0.10014101387863898,"[3.6011229445902146, 5.501384365660155, 7.3046212412685705]","[1.5405362518291712, 1.6763935343976712, 1.3982792254628478]","[0.3332850226136039, 0.33334050283929373, 0.3333744745471025]",0.01,30466718
pymc,1,80,404,1000404,475,"(7.0532891033962635,)",0.03610871352438308,8.266146082569833,0.00021609848978702714,7.47,7.46,3.758,acid,0.01,14562057500,14515625000,3,0.1023075552064408,"[3.3711917138236327, 5.233466664549766, 7.00140944444969]","[1.402358522748655, 1.7259537657837278, 1.5344467323854818]","[0.32937573393469205, 0.3352927223620495, 0.33533154370325846]",0.01,30668958
pymc,1,81,303,1000303,1737,"(6.025223270877795,)",0.0993853847376421,13.533353699768277,0.0005226043784485962,5.83,5.83,6.357,base,0.01,13753299700,13656250000,3,0.1027228295895443,"[3.4785237041881993, 5.2873925505406, 7.285827051514067]","[1.4320983350797547, 1.575638647555042, 1.3189623380378184]","[0.33313241270037774, 0.3333313153445016, 0.3335362719551206]",0.01,30568311
pymc,1,82,303,1000303,2684,"(7.141599055994737,)",0.03015383274118093,10.410293165546515,0.0002817985594706421,8.09,8.07,7.098,acid,0.01,16791261800,16671875000,3,0.09996371467742439,"[3.409681940805477, 5.162164704417453, 7.062696344421212]","[1.5251002829235996, 1.7589588627811839, 1.4665500507726037]","[0.3328527727079949, 0.3333304237606571, 0.3338168035313479]",0.01,30569258
pymc,1,83,202,1000202,1264,"(6.666718922988816,)",0.03296298518866934,13.527246885306283,3.749406398763317e-05,5.63,5.64,9.358,base,0.01,13110272100,12937500000,1,0.10887932172033864,[5.270441781294062],[2.2106986723673585],"[0.3334043847496561, 0.3333154663330515, 0.3332801489172925]",0.01,30465929
pymc,1,84,202,1000202,2369,"(2.4423917511452125, 3.518780600603069)",0.040198724094169073,11.480038094713981,1.3881394844385628e-05,2.0,2.0,1.653,acid,0.01,12500724300,12375000000,3,0.1047162354963388,"[3.3454534593704293, 5.231011430765318, 7.119790715974522]","[1.4565646266226695, 1.681055862283119, 1.5619020402278996]","[0.3320795950308505, 0.3336966004552642, 0.3342238045138852]",3.14,30467034
pymc,1,85,404,1000404,2211,"(3.2487248009003142, 5.503878634857892)",0.11588613564644365,10.217816075558144,0.0006913363960128713,3.39,3.39,2.345,acid,0.01,12424090200,12343750000,3,0.10667932626400253,"[3.3061430309745483, 5.248879478530951, 7.110360576081912]","[1.4056854568442991, 1.57890447949961, 1.401933658830757]","[0.33350405574588055, 0.3317748263172273, 0.33472111793689213]",6.59,30670694
pymc,1,86,404,1000404,159,"(3.536648763785167, 4.709375632208243, 6.962591706232237)",0.04682338608637076,9.41628276141725,0.00047098942663055526,4.21,4.21,1.901,acid,0.01,13040544700,13000000000,2,0.10864968025661777,"[3.861272543862037, 6.428994758072371]","[1.6828132657315278, 1.9052410269361697]","[0.3333302906697969, 0.33348779221736574, 0.3331819171128375]",6.6000000000000005,30668642
pymc,1,87,555,1000555,2053,"(8.134988366579552,)",0.06630416732289862,11.5664200045983,0.0006389438799811766,8.83,8.83,5.15,acid,0.01,13963265300,13890625000,3,0.09998849656618733,"[3.383070673274601, 5.09549938041179, 7.0428166543324355]","[1.4543110700036672, 1.6991392463093582, 1.4672794781695155]","[0.33292677349911803, 0.33317607180293124, 0.33389715469795056]",0.01,30822895
pymc,1,88,303,1000303,1579,"(3.023700002659643, 5.496356601857867, 7.173021321546826)",0.09742946790394946,9.029887041086187,0.0007444121644707095,3.72,3.72,5.532,base,0.01,14460977100,14296875000,1,0.10699155899945244,[5.208245511578224],[2.0868539976897877],"[0.33383920039180287, 0.3327055270656425, 0.33345527254255447]",0.01,30568153
pymc,1,89,555,1000555,159,"(8.40993120933652,)",0.03610210775557044,8.392088314403704,6.957248674702552e-05,7.88,7.89,8.572,base,0.01,16142308500,15781250000,1,0.1120313014637156,[5.18403225074879],[2.1741390129674976],"[0.33339448207983696, 0.33331087370428725, 0.33329464421587573]",8.69,30821001
pymc,1,90,303,1000303,2211,"(5.494096384703395,)",0.11266561473090311,10.530752970850433,0.0010162936960802307,6.27,6.27,4.433,acid,0.01,13718808500,13640625000,3,0.11457891931923882,"[3.325792829354608, 5.107283938823971, 7.087665427403571]","[1.3371020426311795, 1.6819830237348503, 1.4911367035262]","[0.33322351273339035, 0.3333155859880127, 0.333460901278597]",0.01,30568785
pymc,1,91,202,1000202,3000,"(3.516921980298913, 4.881382104830975, 6.556513244311883)",0.05089151572213394,9.935507188564545,0.0004851036119057585,4.14,4.14,5.711,base,0.01,14202900200,13718750000,1,0.09480629577264067,[5.372080962565845],[2.134229806945255],"[0.3335174008263542, 0.3330041800465396, 0.3334784191271061]",1.6,30467665
pymc,1,92,555,1000555,790,"(3.600770758365568, 5.202969474541008, 7.375809888381689)",0.03368647836407902,11.347559976079218,0.0005854789724234237,5.27,5.27,4.065,acid,0.01,13473775500,12906250000,3,0.09654998277552407,"[3.475857137650759, 5.3136693308497875, 7.240013575157982]","[1.4586246197567652, 1.6029958000953397, 1.3526646774705915]","[0.3339026923085641, 0.33191150302604705, 0.33418580466538866]",0.01,30821632
pymc,1,93,303,1000303,948,"(4.587877524732907,)",0.12462626634182608,9.457628686630455,0.0006537543957574663,4.68,4.68,4.093,acid,0.01,16632052700,16140625000,2,0.09986943304130698,"[3.9612450408878948, 6.461472768796425]","[1.744562442568277, 1.7231148723013536]","[0.33242411992112153, 0.3338591264007871, 0.33371675367809134]",1.07,30567522
pymc,1,94,303,1000303,1,"(4.596302638125189, 5.947563582392657)",0.1429192300966741,12.047765542218073,0.00045300028835051876,4.14,4.13,3.816,acid,0.01,14826170000,14609375000,2,0.10499692652263802,"[4.038787983964029, 6.456359066793075]","[1.8733860957059705, 1.8133664283788147]","[0.3308384103248469, 0.3346066545149769, 0.33455493516017626]",0.01,30566575
pymc,1,95,101,1000101,1106,"(2.9799681877815183, 4.82130155104622)",0.04828925213947402,8.503632160834046,0.00044726042324754443,4.1,4.11,6.054,base,0.01,12766107400,12406250000,3,0.10170669007417533,"[3.5597101872494044, 5.45233935541228, 7.206743590591871]","[1.5506126449826918, 1.7066589817170117, 1.3073082139327616]","[0.3334536886819026, 0.33277492639369166, 0.3337713849244057]",0.01,30363862
pymc,1,96,202,1000202,632,"(3.5755007148831273, 4.744350447133897, 6.470852047646433)",0.0386970911654942,8.683828066900835,0.00016104852804207882,3.49,3.49,5.556,base,0.01,12062606700,11703125000,2,0.10610781646205575,"[4.056095280491819, 6.6279162842704]","[1.800433688049936, 1.724072179361818]","[0.33329602495056015, 0.3333527000501427, 0.3333512749992972]",8.03,30465297
pymc,1,97,101,1000101,1579,"(3.166487077879048, 4.800278228905183, 6.3119548571414175)",0.08625331092919482,8.91405839161712,0.000512443544857714,3.41,3.41,7.003,base,0.01,14545445100,14250000000,3,0.10945903447160615,"[3.4179164546170364, 5.392752083185189, 7.140308493947368]","[1.5082909642614475, 1.7322898178602675, 1.4666608998714936]","[0.33386295215838235, 0.33190092412357086, 0.33423612371804684]",0.01,30364335
pymc,1,98,101,1000101,2369,"(2.06187472910514, 3.8452502510669193, 5.746778196617397)",0.09197502821092951,10.343272234941244,0.000595846275857656,2.33,2.33,2.572,base,0.01,14227862000,14015625000,3,0.10025601698823612,"[3.3566888327066877, 5.404105936402915, 7.088918011300648]","[1.4092416262786456, 1.717454279553462, 1.454916854014202]","[0.33201776625280327, 0.333661448212932, 0.3343207855342646]",0.01,30365125
pymc,1,99,555,1000555,2842,"(3.7024254408126542,)",0.04760547466257951,12.87911831157141,0.0005082561251227179,4.39,4.39,3.18,acid,0.01,14892687600,14640625000,3,0.11161805035962262,"[3.292491489255035, 5.278926820407918, 7.087396124946114]","[1.3937643259531094, 1.7247833035601856, 1.4862290322105185]","[0.3332186476754054, 0.3333271969905983, 0.33345415533399625]",0.01,30823684
pymc,1,100,555,1000555,3000,"(4.781671191141371, 5.706125499007993)",0.10827730596952383,8.357843689441026,0.00020899065535324207,4.23,4.23,2.343,acid,0.01,13283114600,13156250000,3,0.09989315478731127,"[3.336421092950091, 5.230511658510618, 7.155536520268959]","[1.4107890547729374, 1.6963318058299044, 1.3714187629459704]","[0.3315436030749744, 0.33420020817743584, 0.33425618874758983]",1.77,30823842
