method,repeat,order_position,benchmark_seed,task_seed,task_id,pka_values,analyte_conc_m,initial_volume_ml,initial_base_moles,before_ph,observed_ph,target_ph,reagent,previous_volume_ml,wall_ns,process_cpu_ns,selected_k,posterior_concentration_m,posterior_pka_values,posterior_pka_sd,pair_probabilities
pf_1000,1,76,101,1000101,1,"(2.1059946171523567, 4.504856522440828, 6.184351113696277)",0.11649832513779042,13.554845491034163,0.004152384241521839,6.43,6.43,6.221,acid,0.01,22101200,31250000,1,0.10074832240092206,[5.28861833540506],[2.166082282624574],"[0.3333456598887185, 0.33333379372058486, 0.3333205463906967]"
pf_1000,1,77,555,1000555,1106,"(3.234835217047939, 5.15344209472382, 7.533784525309686)",0.08117641340365304,12.796604330989595,0.001903245339883949,5.8,5.8,9.685,base,0.01,52019400,46875000,2,0.10662244192125218,"[4.026065847532822, 6.525651833160914]","[1.7537779541894336, 1.7663986502593725]","[0.3333761794260866, 0.3333858148355775, 0.33323800573833584]"
pf_1000,1,78,404,1000404,948,"(8.143713211437404,)",0.052189610498750975,12.84448428669959,0.0005356750131392309,8.74,8.74,8.245,acid,0.01,22793200,15625000,3,0.10635387886361197,"[3.53641002306839, 5.376424617355595, 7.352911945534809]","[1.5494639640109502, 1.7060101054070038, 1.3333882952473415]","[0.3323733310025848, 0.333698476213486, 0.33392819278392916]"
pf_1000,1,79,202,1000202,2053,"(4.172075548798355, 6.002726100781113)",0.09881930845066905,8.420128724466338,7.269696138586925e-05,3.19,3.19,5.657,base,0.01,22361500,15625000,3,0.10657942284198171,"[3.383184814581519, 5.280633094574468, 7.097531801671971]","[1.3743154041471093, 1.6195490229896186, 1.494748280945465]","[0.33328649031426927, 0.33333847563382624, 0.33337503405190444]"
pf_1000,1,80,404,1000404,475,"(7.0532891033962635,)",0.03610871352438308,8.266146082569833,0.00021609848978702714,7.47,7.46,3.758,acid,0.01,23054400,31250000,3,0.10289947130447835,"[3.3431214604811035, 5.238146747067493, 7.176202924818917]","[1.4199527311849978, 1.613140883378693, 1.4192379641411867]","[0.3329909166924482, 0.3331918501235653, 0.3338172331839866]"
pf_1000,1,81,303,1000303,1737,"(6.025223270877795,)",0.0993853847376421,13.533353699768277,0.0005226043784485962,5.83,5.83,6.357,base,0.01,21834700,15625000,3,0.09970006294015676,"[3.525345656647911, 5.309486214867692, 7.273187797929956]","[1.452222284213852, 1.700760400417189, 1.423345562821285]","[0.3326373391496564, 0.3334870077362723, 0.3338756531140713]"
pf_1000,1,82,303,1000303,2684,"(7.141599055994737,)",0.03015383274118093,10.410293165546515,0.0002817985594706421,8.09,8.07,7.098,acid,0.01,21744000,31250000,3,0.10899231282786145,"[3.4934405288755412, 5.299460095850466, 7.194232372810175]","[1.541552835094769, 1.7178455804637829, 1.39256941217958]","[0.3317673942508709, 0.3340379284141096, 0.33419467733501956]"
pf_1000,1,83,202,1000202,1264,"(6.666718922988816,)",0.03296298518866934,13.527246885306283,3.749406398763317e-05,5.63,5.64,9.358,base,0.01,22204900,15625000,1,0.10248995232629364,[5.093335274701419],[2.1231459119771716],"[0.33339474655862605, 0.3333443163413652, 0.33326093710000876]"
pf_1000,1,84,202,1000202,2369,"(2.4423917511452125, 3.518780600603069)",0.040198724094169073,11.480038094713981,1.3881394844385628e-05,2.0,2.0,1.653,acid,0.01,51934400,46875000,3,0.1070590134180784,"[3.318790278845188, 5.118165089749763, 6.992410158290995]","[1.463134755672663, 1.631428480433431, 1.5334164541853408]","[0.3322735904273693, 0.33347680744847275, 0.33424960212415794]"
pf_1000,1,85,404,1000404,2211,"(3.2487248009003142, 5.503878634857892)",0.11588613564644365,10.217816075558144,0.0006913363960128713,3.39,3.39,2.345,acid,0.01,51263900,46875000,2,0.10770046222686297,"[3.913616633364901, 6.554595656138135]","[1.7307778512532574, 1.8273337800685725]","[0.33263854081998473, 0.333903950953589, 0.3334575082264264]"
pf_1000,1,86,404,1000404,159,"(3.536648763785167, 4.709375632208243, 6.962591706232237)",0.04682338608637076,9.41628276141725,0.00047098942663055526,4.21,4.21,1.901,acid,0.01,50803800,46875000,3,0.11033588021388793,"[3.343361938958259, 5.172874247259526, 6.957869495753787]","[1.4072756486221087, 1.7042707430811432, 1.4786497974512331]","[0.33313049404321887, 0.33315956833745886, 0.3337099376193223]"
pf_1000,1,87,555,1000555,2053,"(8.134988366579552,)",0.06630416732289862,11.5664200045983,0.0006389438799811766,8.83,8.83,5.15,acid,0.01,21850100,15625000,3,0.09983107978249911,"[3.3628243503973114, 5.2289209304643185, 7.060002584902507]","[1.3863524936303648, 1.7672043693123805, 1.4944944776612743]","[0.333278438701123, 0.3332074069292486, 0.3335141543696284]"
pf_1000,1,88,303,1000303,1579,"(3.023700002659643, 5.496356601857867, 7.173021321546826)",0.09742946790394946,9.029887041086187,0.0007444121644707095,3.72,3.72,5.532,base,0.01,22234500,31250000,1,0.09886003159574452,[5.063336101265175],[2.117363569872965],"[0.33352318071253184, 0.33308020769443086, 0.33339661159303724]"
pf_1000,1,89,555,1000555,159,"(8.40993120933652,)",0.03610210775557044,8.392088314403704,6.957248674702552e-05,7.88,7.89,8.572,base,0.01,49450300,46875000,1,0.10850790049930328,[5.223402880937919],[2.144707379806734],"[0.3333793554295819, 0.3333321368033162, 0.3332885077671019]"
pf_1000,1,90,303,1000303,2211,"(5.494096384703395,)",0.11266561473090311,10.530752970850433,0.0010162936960802307,6.27,6.27,4.433,acid,0.01,22587100,31250000,3,0.10539793661216332,"[3.2722488626815482, 5.176319896713946, 7.06536558774626]","[1.3973792101516254, 1.6617040422496396, 1.4746706161070176]","[0.3335916974487131, 0.3327983095246014, 0.3336099930266856]"
pf_1000,1,91,202,1000202,3000,"(3.516921980298913, 4.881382104830975, 6.556513244311883)",0.05089151572213394,9.935507188564545,0.0004851036119057585,4.14,4.14,5.711,base,0.01,22179500,15625000,3,0.10430174510638099,"[3.428833204259793, 5.227982012519437, 7.087579644423786]","[1.4860219222318736, 1.6429727300755146, 1.4342833552138534]","[0.33207827180654037, 0.33338492971503547, 0.33453679847842416]"
pf_1000,1,92,555,1000555,790,"(3.600770758365568, 5.202969474541008, 7.375809888381689)",0.03368647836407902,11.347559976079218,0.0005854789724234237,5.27,5.27,4.065,acid,0.01,23019700,31250000,3,0.10384636208416849,"[3.2038024288864864, 5.169680531752797, 7.050039817709247]","[1.360187290742559, 1.7389853423357537, 1.5557254185248206]","[0.33288047694867223, 0.33298173898450506, 0.33413778406682265]"
pf_1000,1,93,303,1000303,948,"(4.587877524732907,)",0.12462626634182608,9.457628686630455,0.0006537543957574663,4.68,4.68,4.093,acid,0.01,21819400,15625000,3,0.10698255219666084,"[3.4203208884249032, 5.228766167565778, 7.070112132249782]","[1.4568641819589456, 1.6542399078052508, 1.4744943973312117]","[0.3332527372436205, 0.33322023167636783, 0.33352703108001175]"
pf_1000,1,94,303,1000303,1,"(4.596302638125189, 5.947563582392657)",0.1429192300966741,12.047765542218073,0.00045300028835051876,4.14,4.13,3.816,acid,0.01,24462200,31250000,3,0.10262694499509932,"[3.4411550242687654, 5.224299816898463, 7.066700306634344]","[1.455142188666618, 1.633455715638788, 1.4771794748549905]","[0.3323727033220926, 0.33379389741817056, 0.33383339925973676]"
pf_1000,1,95,101,1000101,1106,"(2.9799681877815183, 4.82130155104622)",0.04828925213947402,8.503632160834046,0.00044726042324754443,4.1,4.11,6.054,base,0.01,22012600,0,3,0.09703616344243016,"[3.3851224211667974, 5.344997191137892, 7.299771394888161]","[1.420360404510592, 1.6492269129004387, 1.3569168359165866]","[0.33331547665396805, 0.3326400496238385, 0.33404447372219354]"
pf_1000,1,96,202,1000202,632,"(3.5755007148831273, 4.744350447133897, 6.470852047646433)",0.0386970911654942,8.683828066900835,0.00016104852804207882,3.49,3.49,5.556,base,0.01,52628600,46875000,2,0.10397328464148103,"[4.047406042873881, 6.507625567332593]","[1.829702329644323, 1.8333533627693643]","[0.3332618485196473, 0.33337486878346806, 0.3333632826968847]"
pf_1000,1,97,101,1000101,1579,"(3.166487077879048, 4.800278228905183, 6.3119548571414175)",0.08625331092919482,8.91405839161712,0.000512443544857714,3.41,3.41,7.003,base,0.01,23191600,31250000,3,0.10343474009497144,"[3.4067113521459587, 5.260008671313759, 7.170259564323996]","[1.5077590846123363, 1.6751222453226562, 1.4625119979921375]","[0.3326766729797348, 0.3332155387822433, 0.33410778823802195]"
pf_1000,1,98,101,1000101,2369,"(2.06187472910514, 3.8452502510669193, 5.746778196617397)",0.09197502821092951,10.343272234941244,0.000595846275857656,2.33,2.33,2.572,base,0.01,21794700,15625000,3,0.09697186249369312,"[3.3744039044226772, 5.130733423713204, 7.039422916645592]","[1.3921956715641368, 1.5811787157529105, 1.4450222307526916]","[0.3319518302103691, 0.33339977119434255, 0.33464839859528844]"
pf_1000,1,99,555,1000555,2842,"(3.7024254408126542,)",0.04760547466257951,12.87911831157141,0.0005082561251227179,4.39,4.39,3.18,acid,0.01,21243700,31250000,3,0.1053532192944282,"[3.367524129450921, 5.182460091821104, 7.152827096753129]","[1.443697903931884, 1.7538797165670699, 1.4664138841719248]","[0.3317391136170126, 0.33408140122705055, 0.3341794851559368]"
pf_1000,1,100,555,1000555,3000,"(4.781671191141371, 5.706125499007993)",0.10827730596952383,8.357843689441026,0.00020899065535324207,4.23,4.23,2.343,acid,0.01,51076500,46875000,3,0.10324161344894078,"[3.484686130032497, 5.262537304390941, 7.135978826249522]","[1.439917382565994, 1.6454192419032503, 1.3825681039932196]","[0.3320783225082472, 0.33377817395984494, 0.3341435035319079]"
